ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,DESCRIPTION
b712adf3-c19f-4bb3-9064-b1fc4215278b,Attribute,bcd41808-5582-41e9-8f7a-8779fdcf7980,Requirement 2,,,,,,,,"Financial institutions shall disclose the percentage of their total loans and investments covered in their financed emissions inventories for the six asset classes covered in Chapter 5 (e.g., a financial institution’s total outstanding loans and investments by asset class noting any limitations and exclusions)."
b43ff4e1-f4f0-4a10-9284-23a02786966a,Object,d95d55c0-222e-4e83-abae-902d906f6151,Gases and Units,,,,,,,,
732722a2-1503-440b-9f95-32e2e2c82954,Attribute,b43ff4e1-f4f0-4a10-9284-23a02786966a,Requirement 1,,,,,,,,"Financial institutions shall account for the seven gases under the Kyoto Protocol that are also mandated under the UNFCCC to be included in national inventories if they are emitted in the value chain. These are carbon dioxide (CO2 ), methane (CH4 ), nitrous oxide (N2 O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), sulphur hexafluoride (SF6 ), and nitrogen trifluoride (NF3 )"
1e475dfb-75b3-4ab0-af89-dd94d6403082,Attribute,b43ff4e1-f4f0-4a10-9284-23a02786966a,Requirement 2,,,,,,,,These seven gases shall be converted to carbon dioxide equivalents (CO2 e) using the 100-year time horizon global warming potentials published by the IPCC—either the AR5 values published by the GHG Protocol165 or the IPCC’s most recently published assessment report
5c0bc878-0e8b-4c46-a460-8fa652531736,Attribute,b43ff4e1-f4f0-4a10-9284-23a02786966a,Requirement 3,,,,,,,,"Financial institutions shall express their financed emissions in metric tonnes of carbon dioxide equivalents (tCO2 e) or another appropriate metric conversion—e.g., kilotonnes (ktCO2 e), megatonnes (MtCO2 e). When emissions from a specific GHG (e.g., methane emissions) are material and relevant, financial institutions should consider a separate disclosure of these emissions."
14f385bb-ed2c-4cb7-a61d-e0a9a82cf0f8,Attribute,b43ff4e1-f4f0-4a10-9284-23a02786966a,Requirement 4,,,,,,,,Biogenic CO2 emissions that occur in the value chain shall not be included in the scopes but shall be included and separately reported in the public report.
83c6e8ed-9ee1-45bf-be41-4c0129609109,Object,d95d55c0-222e-4e83-abae-902d906f6151,Absolute emissions,,,,,,,,
92f9bdb1-5423-4bd0-9a20-6edd523fd0ab,Attribute,83c6e8ed-9ee1-45bf-be41-4c0129609109,Requirement 1,,,,,,,,"Institutions shall disclose the absolute emissions (scope 1 and 2 combined) of their loans and investments. If it serves the financial institutions’ business goals, absolute scope 1 and scope 2 emissions of loans and investments should be reported separately from each other."
80c7488e-5844-4820-af01-c27939a7dfdc,Attribute,83c6e8ed-9ee1-45bf-be41-4c0129609109,Requirement 2,,,,,,,,"Beyond the reporting of scope 3 category 15 emissions covered by this Standard, financial institutions shall also measure and report their scope 1 and 2 emissions and any other relevant scope 3 emissions categories in line with the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (see Annex 10.2 for an example)."
29fe717c-506d-48ad-b25d-03878f4d2b72,Attribute,83c6e8ed-9ee1-45bf-be41-4c0129609109,Requirement 3,,,,,,,,"Where required by the relevant methodology in Chapter 5, financial institutions shall separately disclose the absolute scope 3 emissions of their loans and investments, including the specific sectors covered. Financial institutions shall explain if they are not able to provide any required scope 3 information because of data availability or uncertainty."
4dafa1a6-92f8-490d-8018-fc55f4303d57,Attribute,83c6e8ed-9ee1-45bf-be41-4c0129609109,Requirement 4,,,,,,,,"Financial institutions shall disaggregate and disclose absolute emissions data at the asset class or at the sector level, particularly for the most carbon-intensive sectors (e.g., energy, power, cement, steel, automotive)."
c0b5d190-3833-4e37-927a-2501863dcfba,Attribute,83c6e8ed-9ee1-45bf-be41-4c0129609109,Requirement 5,,,,,,,,"When a financial institution is an initial sponsor or lender of a specific project, the institution should also assess and report the absolute lifetime scope 1 and 2 emissions of the project that was financed during the reporting year."
1fc5aa0c-39b5-4d96-9293-e3c70df4e172,Object,d95d55c0-222e-4e83-abae-902d906f6151,Avoided emissions and emissions removals,,,,,,,,
bd86fdf0-4e91-483b-93c5-2ac5da01d477,Attribute,1fc5aa0c-39b5-4d96-9293-e3c70df4e172,Requirement 1,,,,,,,,"In addition to absolute emissions, financial institutions:
- Should report carbon removals where relevant to their loans and investments
when appropriate methodologies become available.
- May report avoided emissions of their renewable power projects."
c8142fda-6cb3-4d18-add0-4d98682394f3,Attribute,1fc5aa0c-39b5-4d96-9293-e3c70df4e172,Requirement 2,,,,,,,,"If financial institutions choose to disclose carbon removals or avoided emissions, they shall disclose absolute carbon removals or avoided emissions separately from the financial institution’s scope 1, scope 2, and scope 3 inventories (see Annex 10-2 for an example)"
a2a6c246-1ceb-4d34-b275-07125ea9e210,Object,d95d55c0-222e-4e83-abae-902d906f6151,Emissions Intensity,,,,,,,,
d714ca3c-0f26-41d3-957d-40aea5e8191e,Attribute,a2a6c246-1ceb-4d34-b275-07125ea9e210,Requirement 1,,,,,,,,Financial institutions should report economic emission intensities if these values are relevant to their business goals
7f9cf92b-a14a-45ab-9a74-cea96aefd9b7,Attribute,a2a6c246-1ceb-4d34-b275-07125ea9e210,Requirement 2,,,,,,,,"Economic emission intensities shall be expressed on a portfolio, asset class, or sector level in metric tonnes of carbon dioxide equivalents per million euro or dollar invested or loaned: tCO2 e/M€ or tCO2 e/M$"
39089761-529a-4434-ba01-56568f8a2627,Attribute,a2a6c246-1ceb-4d34-b275-07125ea9e210,Requirement 3,,,,,,,,"When relevant to their business goals, financial institutions should consider reporting physical emission intensities per sector using sector-specific activity (e.g., tCO2 e/m2 for real estate, tCO2 e/MWh for power utilities, tCO2 e/tonne of steel produced for steel companies)."
64d73b42-8d20-46b5-96e7-795611365fd6,Object,d95d55c0-222e-4e83-abae-902d906f6151,Data and data Quality,,,,,,,,
4f211a72-762b-4e7e-a6eb-e4f6186f8dc9,Attribute,64d73b42-8d20-46b5-96e7-795611365fd6,Requirement 1,,,,,,,,"Financial institutions shall use the most recent or otherwise appropriate data available to them. PCAF recognizes there is often a lag between financial reporting and required emissions data, such as emission factors or borrower or investee emissions data. In these instances, it is acceptable that the data represents different years."
e4a10ff4-36ce-4bf6-a9d2-0d592150915a,Attribute,64d73b42-8d20-46b5-96e7-795611365fd6,Requirement 2,,,,,,,,"Financial institutions should provide a description of the types and sources of data— including activity data, assumptions, emission factors, and all relevant publication dates— used to calculate emissions. Descriptions should be written to create transparency."
91a1da99-ca00-4780-908d-768913bf63ed,Attribute,64d73b42-8d20-46b5-96e7-795611365fd6,Requirement 3,,,,,,,,Financial institutions should publish a weighted score by outstanding amount of the data quality of reported emissions data or should explain why they are unable to do so. An example is provided in Box 8
836ee544-2735-4ad0-8ecf-4e7c388de7c8,Attribute,64d73b42-8d20-46b5-96e7-795611365fd6,Requirement 4,,,,,,,,"Where financial institutions are reporting scope 3 emissions, the weighted data quality score shall be reported separately from scopes 1 and 2"
5ed1877a-36e8-44cc-b89b-56a2c2ea4778,Attribute,64d73b42-8d20-46b5-96e7-795611365fd6,Requirement 5,,,,,,,,"The data hierarchy tables provided in each asset class method in Chapter 5 should be used as a guide for disclosing data quality. Financial institutions should explain how data quality is assessed, acknowledging that it will improve over time."
49e6c9b5-7f48-4eac-90ba-da4eee645a2b,Attribute,64d73b42-8d20-46b5-96e7-795611365fd6,Requirement 6,,,,,,,,"Over time and where possible, data should be verified to at least a level of limited assurance. Financial institutions should disclose whether data is verified and to what level."
