ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,Title,Guidance,Description,TCFD_Map?,EBA_P3_Map?,SEC_Map?,confidence,SASB_Map?
21881087-3bd0-4e64-8506-9983b98424fb,Attribute,f44d4ab3-359c-44ed-adae-8449c3d80295,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,Asset managers should describe how they manage material climate-related risks for each product or investment strategy.,,,,,,
d9ddea06-96b2-4efb-b2d5-899230c5ee10,Attribute,8941c8a9-38f4-4bb6-a867-efd3623629c3,Recommended Disclosure c),5d9dfb50-2248-4e83-a919-8f7c31a7e4eb,,,,,,,Qualitative,"Describe how processes for identifying, assessing, and managing climate-related risks are integrated into the organization’s overall risk management.","Organizations should describe how their processes for identifying, assessing, and managing climate-related risks are integrated into their overall risk management.",,,,,,
af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Object,359560f8-36dd-4174-a248-c86d428a532f,Metrics and Targets,,,,,,,,,,,,,,,,
7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure a),bb24b93a-6144-4ed2-9945-74f6f2458d6f,,,,,,,Qualitative,Disclose the metrics used by the organization to assess climate-related risks and opportunities in line with its strategy and risk management process.,"Organizations should provide the key metrics used to measure and manage climate-related risks and opportunities, as described in Tables A1.1 and A1.2 (pp. 75–76), as well as metrics consistent with the cross-industry, climate-related metric categories described in Table A2.1 (p. 79). Organizations should consider including metrics on climate-related risks associated with water, energy, land use, and waste management where relevant and applicable. Where climate-related issues are material, organizations should consider describing whether and how related performance metrics are incorporated into remuneration policies. Where relevant, organizations should provide their internal carbon prices as well as climate-related opportunity metrics such as revenue from products and services designed for a low-carbon economy. Metrics should be provided for historical periods to allow for trend analysis. Where appropriate, organizations should consider providing forward-looking metrics for the cross-industry, climate-related metric categories described in Table A2.1 (p. 79), consistent with their business or strategic planning time horizons. In addition, where not apparent, organizations should provide a description of the methodologies used to calculate or estimate climate-related metrics.",,,,,,
b2114f9e-43a0-4411-bc5d-f084c71d0a54,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Banks,,,,,,,,Qualitative,Supplemental Guidance for Banks,"Banks should provide the metrics used to assess the impact of (transition and physical) climate-related risks on their lending and other financial intermediary business activities in the short, medium, and long term. Metrics provided may relate to credit exposure, equity and debt holdings, or trading positions, broken down by: ‒ Industry ‒ Geography ‒ Credit quality (e.g., investment grade or non-investment grade, internal rating system) ‒ Average tenor. Banks should also provide the amount and percentage of carbon-related assets relative to total assets as well as the amount of lending and other financing connected with climate-related opportunities. Banks should describe the extent to which their lending and other financial intermediary business activities, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Banks should also indicate which financial intermediary business activities (e.g., loans to specific sectors or industries) are included.",,,,,,
642e9811-2685-470c-adbc-c1909777f5e8,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Insurance Companies,703642b9-0c26-4dfb-b90a-a6638a286283,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,"Insurance companies should provide aggregated risk exposure to weather-related catastrophes of their property business (i.e., annual aggregated expected losses from weather-related catastrophes) by relevant jurisdiction. Insurance companies should describe the extent to which their insurance underwriting activities, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Insurance companies should also indicate which insurance underwriting activities (e.g., lines of business) are included.",,,,,,
8a65c790-bff9-497f-9d1d-da6096b24f98,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should describe metrics used to assess climate-related risks and opportunities in each fund or investment strategy. Where relevant, asset owners should also describe how these metrics have changed over time. Where appropriate, asset owners should provide metrics considered in investment decisions and monitoring. Asset owners should describe the extent to which assets they own and their funds and investment strategies, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Asset owners should also indicate which asset classes are included.",,,,,,
7298b7ce-65dc-4018-b24b-ed544fe0bd78,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Asset Managers,fec5264f-3234-4d79-9199-2cfe4ef19fce,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,"Asset managers should describe metrics used to assess climate-related risks and opportunities in each product or investment strategy. Where relevant, asset managers should also describe how these metrics have changed over time.Where appropriate, asset managers should provide metrics considered in investment decisions and monitoring. Asset managers should describe the extent to which their assets under management and products and investment strategies, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Asset managers should also indicate which asset classes are included.",,,,,,
f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure b),"a8c4189f-8ebf-489d-a147-2fd94749e92d,8de73ce5-b602-4519-a9dd-adbcbe607ed5",,,,,,,Quantitative,"Disclose Scope 1, Scope 2, and, if appropriate, Scope 3 greenhouse gas (GHG) emissions, and the related risks.","Organizations should provide their Scope 1 and Scope 2 GHG emissions independent of a materiality assessment, and, if appropriate, Scope 3 GHG emissions and the related risks. All organizations should consider disclosing Scope 3 GHG emissions. GHG emissions should be calculated in line with the GHG Protocol methodology to allow for aggregation and comparability across organizations and jurisdictions. As appropriate, organizations should consider providing related, generally accepted industry-specific GHG efficiency ratios. GHG emissions and associated metrics should be provided for historical periods to allow for trend analysis. In addition, where not apparent, organizations should provide a description of the methodologies used to calculate or estimate the metrics.",,,,,,
47dc7e32-f9e6-4be4-a11a-4b89335a9874,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Banks,,,,,,,,Quantitative,Supplemental Guidance for Banks,"Banks should disclose GHG emissions for their lending and other financial intermediary business activities where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50).",,,,,,
683cc4d8-254c-40dd-bd96-bae40c9cad1d,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Insurance Companies,,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,Insurance companies should disclose weighted average carbon intensity or GHG emissions associated with commercial property and specialty lines of business where data and methodologies allow.,,,,,,
f76fbf91-dbd9-4107-a0e4-3751630cab9a,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should disclose GHG emissions for assets they own and the weighted average carbon intensity (WACI) for each fund or investment strategy, where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50). In addition to WACI, asset owners should consider providing other carbon footprinting metrics they believe are useful for decision-making. See Table 3 (p. 52) for additional common carbon footprinting and exposure metrics.",,,,,,
e71f2268-1f61-4105-81b1-81e59b3b53f0,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,"Asset managers should disclose GHG emissions for their assets under management and the weighted average carbon intensity (WACI) for each product or investment strategy, where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50). In addition to WACI, asset managers should consider providing other carbon footprinting metrics they believe are useful for decision-making. See Table 3 (p. 52) for additional carbon footprinting and exposure metrics.",,,,,,
3efba958-3338-40e3-9b82-0abc27ae9258,Attribute,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure c),"8a187c13-8b85-46b6-aadc-8d0bf3d7a29f,3e3f7e50-c9fc-4a97-a3ab-d7bd8e35b31b,f6975ba0-6ced-4931-a8f6-c5d346ae74c2,a8f71bbf-b5dc-46ef-b6ae-267d3acdc04e,2af350e2-cdb2-431d-b8e2-edab9c1cf234",,,,,,,Qualitative,Describe the targets used by the organization to manage climate-related risks and opportunities and performance against targets.,"Organizations should describe their key climate-related targets such as those related to GHG emissions, water usage, energy usage, etc., consistent with the cross-industry, climate-related metric categories in Table A2.1 (p. 79), where relevant, and in line with anticipated regulatory requirements or market constraints or other goals. Other goals may include efficiency or financial goals, financial loss tolerances, avoided GHG emissions through the entire product life cycle, or net revenue goals for products and services designed for a low-carbon economy. In describing their targets, organizations should consider including the following: ‒ whether the target is absolute or intensity based; ‒ time frames over which the target applies; ‒ base year from which progress is measured; and ‒ key performance indicators used to assess progress against targets. Organizations disclosing medium-term or long-term targets should also disclose associated interim targets in aggregate or by business line, where available. Where not apparent, organizations should provide a description of the methodologies used to calculate targets and measures.",,,,,,
d2bed87b-cf65-476c-811c-1d6f5512b825,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,"Cross-Industry, Climate-Related Metric Categories",,,,,,,,,,,,,,,,
60192097-e102-4a52-9ea4-fc36fdee110a,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,GHG Emissions,"a8c4189f-8ebf-489d-a147-2fd94749e92d,8de73ce5-b602-4519-a9dd-adbcbe607ed5",,,,,,,Quantitative,GHG Emissions,"Absolute Scope 1, Scope 2, and Scope 3; emissions intensity",,,,,,
49235240-6476-4864-88a4-ea420ac89f65,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Transition Risks,9f39b85f-a8ac-426c-b172-b530ca5eebd7,,,,,,,Quantitative,Transition Risks,Amount and extent of assets or business activities vulnerable to transition risks,,,,,,
2e2d7146-94ec-44f1-832f-83f10df3825a,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Physical Risks,32d70050-82fe-4fae-aadf-c88c155d1b40,,,,,,,Quantitative,Physical Risks,Amount and extent of assets or business activities vulnerable to physical risks,,,,,,
13567538-4f8b-4059-9b0d-722dd4dff071,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Climate-Related Opportunities,db0e2822-18dc-451c-9bc3-47cf3841d7e9,,,,,,,Quantitative,Climate-Related Opportunities,"Proportion of revenue, assets, or other business activities aligned with climate-related opportunities",,,,,,
33ce1e8d-67c9-44d4-8d58-3abfecdf6605,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Capital Deployment,491535d8-4534-4efb-8a05-18fe16a93f58,,,,,,,Quantitative,Capital Deployment,"Amount of capital expenditure, financing, or investment deployed toward climate-related risks and opportunities",,,,,,
070e24dc-8b5d-4c3a-9f92-d96f1a3a4f25,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Internal Carbon Prices,ca26682f-936c-4335-9b67-5fed8dee91f9,,,,,,,Quantitative,Internal Carbon Prices,Price on each ton of GHG emissions used internally by an organization,,,,,,
69678c1d-f8cf-4b1a-b6cd-740ccf113db2,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Remuneration,e09d9339-8852-4389-97a1-e65e63d72f80,,,,,,,Quantitative,Remuneration,Proportion of executive management remuneration linked to climate considerations,,,,,,
5995bdb5-0b8d-4a23-88a6-c41f3f4c9032,Layer,,IFRS S2: Climate-related Disclosures,,,,,,,,,,,,,,,,
f6f7e0c1-0ea5-437d-af87-1087c6f9f174,Object,5995bdb5-0b8d-4a23-88a6-c41f3f4c9032,Governance,,,,,,,,,,,,,,,,
71510a40-5f07-42af-a893-901e51b45ded,Attribute,f6f7e0c1-0ea5-437d-af87-1087c6f9f174,5,,,,,,,,,,,"The objective of climate-related financial disclosures on governance is to enable users of general purpose financial reports to understand the governance processes, controls and procedures an entity uses to monitor, manage and oversee climate-related risks and opportunities.",,,,,
5a955e28-5d02-4758-8a96-cf08951cd113,Group,f6f7e0c1-0ea5-437d-af87-1087c6f9f174,6,,,,,,,,,,,"To achieve this objective, an entity shall disclose information about:",,,,,
c21df3e9-4b43-4f59-b97c-63238c4eeb1a,Group,5a955e28-5d02-4758-8a96-cf08951cd113,(a),,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,"the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of climate-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about:",Part,Part,Part,,
48f757df-d7d0-4617-a1a1-f22c63708323,Transition,,,c21df3e9-4b43-4f59-b97c-63238c4eeb1a,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,,,,,100,
2e639db2-d563-4d12-bda3-544912363c95,Attribute,c21df3e9-4b43-4f59-b97c-63238c4eeb1a,(i),,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,"how responsibilities for climate-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s);",Part,Part,,,
1ec36add-4854-4320-bce0-5e3ab674b7eb,Transition,,,2e639db2-d563-4d12-bda3-544912363c95,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,,,,,100,
d2f88ce2-4006-42f6-8e0d-b8d2778bc278,Attribute,c21df3e9-4b43-4f59-b97c-63238c4eeb1a,(ii),,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,,,,how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to climate-related risks and opportunities;,Part,Part,Part,,
b960f0cb-9063-47dd-8f93-22f2d6bcd4a9,Transition,,,d2f88ce2-4006-42f6-8e0d-b8d2778bc278,5af49c2c-3ff5-4628-be10-4360013c40b7,,,,,,,,,,,,,100,
7d0b8474-6371-4766-ae8d-fce04fefc3a7,Attribute,c21df3e9-4b43-4f59-b97c-63238c4eeb1a,(iii),,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,how and how often the body(s) or individual(s) is informed about climate-related risks and opportunities;,Yes,Yes,Yes,,
36c4b087-5df0-467f-ab7d-72c658019e07,Transition,,,7d0b8474-6371-4766-ae8d-fce04fefc3a7,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,,,,,100,
df12b5a7-85d5-456c-b48b-b8b86b975a36,Attribute,c21df3e9-4b43-4f59-b97c-63238c4eeb1a,(iv),,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,"how the body(s) or individual(s) takes into account climate-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and",Yes,Yes,Yes,,
b89e19eb-336c-4548-8140-734611e153b5,Transition,,,df12b5a7-85d5-456c-b48b-b8b86b975a36,1e85d99c-26d9-464f-9fba-058d5681fd4b,,,,,,,,,,,,,100,
