ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Type,Full Description,Principle Summary,Reference Principles,Mapping Rationale,Full BCBS Description,Principle Summary (Source: FDR)
0a2084c6-a61e-4dd8-96cd-255363171624,Attribute,055a241a-59c8-476e-925b-6fee4ed64c65,37,,,,,,,,Paragraph,"As a precondition, a bank should have a “dictionary” of the concepts used, such that data is defined consistently across an organisation.",,,,,
9e7cf598-1b1f-4454-91f2-30597a90769d,Attribute,055a241a-59c8-476e-925b-6fee4ed64c65,38,,,,,,,,Paragraph,"There should be an appropriate balance between automated and manual systems. Where professional judgements are required, human intervention may be appropriate. For many other processes, a higher degree of automation is desirable to reduce the risk of errors.",,,,,
7854ba6a-e274-4f81-bb7a-a946c4f26b47,Attribute,055a241a-59c8-476e-925b-6fee4ed64c65,39,,,,,,,,Paragraph,"Supervisors expect banks to document and explain all of their risk data aggregation processes whether automated or manual (judgement based or otherwise). Documentation should include an explanation of the appropriateness of any manual workarounds, a description of their criticality to the accuracy of risk data aggregation and proposed actions to reduce the impact.",,,,,
0ca2ad1a-d68e-4cc4-844e-a086c7c593af,Attribute,055a241a-59c8-476e-925b-6fee4ed64c65,40,,,,,,,,Paragraph,Supervisors expect banks to measure and monitor the accuracy of data and to develop appropriate escalation channels and action plans to be in place to rectify poor data quality.,,,,,
dac5d1b8-8192-4456-b7dd-c0c2fc396cda,Group,64b61e5b-79a9-4444-bcf1-39f96a03e010,Principle 4,,25aa6f97-c23d-42b6-80b1-48f313a4a866,,,,,,Principle,"A bank should be able to capture and aggregate all material risk data across the banking group. Data should be available by business line, legal entity, asset type, industry, region and other groupings, as relevant for the risk in question, that permit identifying and reporting risk exposures, concentrations and emerging risks.",Completeness,,,,
84ca73d7-cbec-4209-80ca-0e5e2bdbd37b,Transition,,,dac5d1b8-8192-4456-b7dd-c0c2fc396cda,25aa6f97-c23d-42b6-80b1-48f313a4a866,,,,,,,,,,BCBS 239 Principle 4 states that banks should be able to capture and aggregate all material risk data across the group. BCBS Climate Risk Principle 7 extends this to include climate-related financial risks.,,
38efea9e-39c4-4cd7-ab50-58d0c8b2e427,Attribute,dac5d1b8-8192-4456-b7dd-c0c2fc396cda,41,,,,,,,,Paragraph,"A bank’s risk data aggregation capabilities should include all material risk exposures, including those that are off-balance sheet.",,,,,
cdf2ba57-d722-4e6d-a024-0db215ff4bb4,Attribute,dac5d1b8-8192-4456-b7dd-c0c2fc396cda,42,,,,,,,,Paragraph,"A banking organisation is not required to express all forms of risk in a common metric or basis, but risk data aggregation capabilities should be the same regardless of the choice of risk aggregation systems implemented. However, each system should make clear the specific approach used to aggregate exposures for any given risk measure, in order to allow the board and senior management to assess the results properly.",,,,,
c5ac9561-4e3f-4010-9116-ba4cb23cb980,Attribute,dac5d1b8-8192-4456-b7dd-c0c2fc396cda,43,,c4c2d074-a081-4671-8206-7a0576fbccea,,,,,,Paragraph,"Supervisors expect banks to produce aggregated risk data that is complete and to measure and monitor the completeness of their risk data. Where risk data is not entirely complete, the impact should not be critical to the bank’s ability to manage its risks effectively. Supervisors expect banks’ data to be materially complete, with any exceptions identified and explained.",,,,,
f790264e-8516-44ea-b005-a8ea8d6dabfd,Transition,,,c5ac9561-4e3f-4010-9116-ba4cb23cb980,c4c2d074-a081-4671-8206-7a0576fbccea,,,,,,,,,,"BCBS 239 expects that aggregated risk data will be complete, with any exceptions identified and explained to supervisors. This expectation is repeated under BCBS Climate Risk, which requires that limitations preventing full climate risk data assessment be disclosed to stakeholders.",,
85744115-6177-4874-b074-c67be376e506,Group,64b61e5b-79a9-4444-bcf1-39f96a03e010,Principle 5,,09f3ac35-f48e-4e97-bbca-f614205a26ab,,,,,,Principle,"A bank should be able to generate aggregate and up-to-date risk data in a timely manner while also meeting the principles relating to accuracy and integrity, completeness and adaptability. The precise timing will depend upon the nature and potential volatility of the risk being measured as well as its criticality to the overall risk profile of the bank. The precise timing will also depend on the bank-specific frequency requirements for risk management reporting, under both normal and stress/crisis situations, set based on the characteristics and overall risk profile of the bank.",Timeliness,,,,
3d303e9a-ddbe-413c-bceb-f210d530a676,Transition,,,85744115-6177-4874-b074-c67be376e506,09f3ac35-f48e-4e97-bbca-f614205a26ab,,,,,,,,,,BCBS 239 Principle 5 requires timely risk reporting. This is also expected under BCBS Climate Risk Principle 7 in relation to climate risk reporting.,,
f697ff24-f119-4c5e-a67a-c49fc91745ee,Attribute,85744115-6177-4874-b074-c67be376e506,44,,,,,,,,Paragraph,A bank’s risk data aggregation capabilities should ensure that it is able to produce aggregate risk information on a timely basis to meet all risk management reporting requirements.,,,,,
63b404de-1acf-4881-957d-bdf815e43d82,Attribute,85744115-6177-4874-b074-c67be376e506,45,,,,,,,,Paragraph,"The Basel Committee acknowledges that different types of data will be required at different speeds, depending on the type of risk, and that certain risk data may be needed faster in a stress/crisis situation. Banks need to build their risk systems to be capable of producing aggregated risk data rapidly during times of stress/crisis for all critical risks.",,,,,
d58df4d8-22af-4a20-9711-fd5c44cb2f08,Group,85744115-6177-4874-b074-c67be376e506,46,,,,,,,,Paragraph,Critical risks include but are not limited to:,,,,,
9b100276-0d42-4225-a6fa-1cddb9a7b848,Attribute,d58df4d8-22af-4a20-9711-fd5c44cb2f08,(a),,,,,,,,Paragraph,"The aggregated credit exposure to a large corporate borrower. By comparison, groups of retail exposures may not change as critically in a short period of time but may still include significant concentrations;",,,,,
0dbe95bb-7acc-402e-bc7f-63c6d854be64,Attribute,d58df4d8-22af-4a20-9711-fd5c44cb2f08,(b),,,,,,,,Paragraph,"Counterparty credit risk exposures, including, for example, derivatives;",,,,,
36ab09a8-b98d-4894-ad3b-07f753bf8ab8,Attribute,d58df4d8-22af-4a20-9711-fd5c44cb2f08,(c),,,,,,,,Paragraph,"Trading exposures, positions, operating limits, and market concentrations by sector and region data;",,,,,
58a24cef-a1ef-4fd8-963a-190f7abaf1f0,Attribute,d58df4d8-22af-4a20-9711-fd5c44cb2f08,(d),,,,,,,,Paragraph,Liquidity risk indicators such as cash flows/settlements and funding; and,,,,,
4187c385-b3c7-4dfb-b30b-1f5656654199,Attribute,d58df4d8-22af-4a20-9711-fd5c44cb2f08,(e),,,,,,,,Paragraph,"Operational risk indicators that are time-critical (eg systems availability, unauthorised access).",,,,,
85970441-e05f-4edd-9b8f-7bcc87809876,Attribute,85744115-6177-4874-b074-c67be376e506,47,,,,,,,,Paragraph,"Supervisors will review that the bank specific frequency requirements, for both normal and stress/crisis situations, generate aggregate and up-to-date risk data in a timely manner.",,,,,
0e1aaf57-6786-42a4-89c6-8e66e6aff49f,Group,64b61e5b-79a9-4444-bcf1-39f96a03e010,Principle 6,,,,,,,,Principle,"A bank should be able to generate aggregate risk data to meet a broad range of on-demand, ad hoc risk management reporting requests, including requests during stress/crisis situations, requests due to changing internal needs and requests to meet supervisory queries.",Adaptability,,,,
c3e122c1-43fc-46c0-9f88-4904d8b1f3ed,Attribute,0e1aaf57-6786-42a4-89c6-8e66e6aff49f,48,,20ab1065-9532-4bde-95a0-98eabe2ff259,,,,,,Paragraph,"A bank’s risk data aggregation capabilities should be flexible and adaptable to meet ad hoc data requests, as needed, and to assess emerging risks. Adaptability will enable banks to conduct better risk management, including forecasting information, as well as to support stress testing and scenario analyses.",,,,,
5537d486-34a3-4436-96be-5fb26e2f91bf,Transition,,,c3e122c1-43fc-46c0-9f88-4904d8b1f3ed,20ab1065-9532-4bde-95a0-98eabe2ff259,,,,,,,,,,BCBS 239 Principle 6 requires risk data aggregation and reporting to be adaptable and flexible enough to support stress testing and scenario analyses. Scenario analysis is required under BCBS Climate Risk Principle 12.,,
6fbbf587-817a-46ad-884b-8a3e7a29cee5,Group,0e1aaf57-6786-42a4-89c6-8e66e6aff49f,49,,,,,,,,Paragraph,Adaptability includes:,,,,,
7189db97-08cf-41e3-aa89-18213a1829ad,Attribute,6fbbf587-817a-46ad-884b-8a3e7a29cee5,(a),,,,,,,,Paragraph,Data aggregation processes that are flexible and enable risk data to be aggregated for assessment and quick decision-making;,,,,,
940d3d36-57b7-45d6-99aa-e59fd31feefb,Attribute,6fbbf587-817a-46ad-884b-8a3e7a29cee5,(b),,,,,,,,Paragraph,"Capabilities for data customisation to users’ needs (eg dashboards, key takeaways, anomalies), to drill down as needed, and to produce quick summary reports;",,,,,
6dfd9116-67f9-410e-b77d-26804774ed8d,Attribute,6fbbf587-817a-46ad-884b-8a3e7a29cee5,(c),,,,,,,,Paragraph,Capabilities to incorporate new developments on the organisation of the business and/or external factors that influence the bank’s risk profile; and,,,,,
d38541e7-89ce-4898-903a-4f524f7064cb,Attribute,6fbbf587-817a-46ad-884b-8a3e7a29cee5,(d),,,,,,,,Paragraph,Capabilities to incorporate changes in the regulatory framework.,,,,,
dfd57abf-f586-46b4-b548-538bda60f827,Attribute,0e1aaf57-6786-42a4-89c6-8e66e6aff49f,50,,,,,,,,Paragraph,"Supervisors expect banks to be able to generate subsets of data based on requested scenarios or resulting from economic events. For example, a bank should be able to aggregate risk data quickly on country credit exposures as of a specified date based on a list of countries, as well as industry credit exposures as of a specified date based on a list of industry types across all business lines and geographic areas.",,,,,
ff3ac093-5cca-4b81-94c7-146e1c0c813e,Object,e71bbb5c-5bca-4ba2-bda5-a05c182bfeca,Risk reporting practices,,,,,,,,Section,"Accurate, complete and timely data is a foundation for effective risk management. However, data alone does not guarantee that the board and senior management will receive appropriate information to make effective decisions about risk. To manage risk effectively, the right information needs to be presented to the right people at the right time. Risk reports based on risk data should be accurate, clear and complete. They should contain the correct content and be presented to the appropriate decision-makers in a time that allows for an appropriate response. To effectively achieve their objectives, risk reports should comply with the following principles. Compliance with these principles should not be at the expense of each other in accordance with paragraph 22 of this document.",,,,,
e3945d88-27e8-4a8c-ae75-7cee746c5f40,Group,ff3ac093-5cca-4b81-94c7-146e1c0c813e,Principle 7,,,,,,,,Principle,Risk management reports should accurately and precisely convey aggregated risk data and reflect risk in an exact manner. Reports should be reconciled and validated.,Accuracy,,,,
7943be20-ab66-48cf-989f-55f99cfd70dc,Attribute,e3945d88-27e8-4a8c-ae75-7cee746c5f40,52,,,,,,,,Paragraph,Risk management reports should be accurate and precise to ensure a bank’s board and senior management can rely with confidence on the aggregated information to make critical decisions about risk.,,,,,
76c12b20-fecc-4eb2-9df8-0dfa7865c59e,Group,e3945d88-27e8-4a8c-ae75-7cee746c5f40,53,,,,,,,,Paragraph,"To ensure the accuracy of the reports, a bank should maintain, at a minimum, the following:",,,,,
fd840eed-217b-4e24-931e-ebc38be5782c,Attribute,76c12b20-fecc-4eb2-9df8-0dfa7865c59e,(a),,,,,,,,Paragraph,Defined requirements and processes to reconcile reports to risk data;,,,,,
78008fd2-513c-43d8-a28e-80f28774f5f8,Attribute,76c12b20-fecc-4eb2-9df8-0dfa7865c59e,(b),,,,,,,,Paragraph,"Automated and manual edit and reasonableness checks, including an inventory of the validation rules that are applied to quantitative information. The inventory should include explanations of the conventions used to describe any mathematical or logical relationships that should be verified through these validations or checks; and",,,,,
8eaa2d84-80b8-44da-9bab-18cfec4f7611,Attribute,76c12b20-fecc-4eb2-9df8-0dfa7865c59e,(c),,,,,,,,Paragraph,"Integrated procedures for identifying, reporting and explaining data errors or weaknesses in data integrity via exceptions reports.",,,,,
53f38348-408c-47bc-8e59-525d07f6003e,Attribute,e3945d88-27e8-4a8c-ae75-7cee746c5f40,54,,f46f082a-d4b6-4df1-861a-c40c1896bedd,,,,,,Paragraph,"Approximations are an integral part of risk reporting and risk management. Results from models, scenario analyses, and stress testing are examples of approximations that provide critical information for managing risk. While the expectations for approximations may be different than for other types of risk reporting, banks should follow the reporting principles in this document and establish expectations for the reliability of approximations (accuracy, timeliness, etc) to ensure that management can rely with confidence on the information to make critical decisions about risk. This includes principles regarding data used to drive these approximations.",,,,,
80f1a0ab-09d9-4a13-8dce-9d9077d7fcb4,Transition,,,53f38348-408c-47bc-8e59-525d07f6003e,f46f082a-d4b6-4df1-861a-c40c1896bedd,,,,,,,,,,"BCBS Climate Risk Paragraph 32 suggests the use of reasonable proxies and assumptions where reliable climate-related data is unavailable. Under BCBS 239, banks should already have established expectations for the reliability of approximations, including data used to drive these.",,
dfdf9ec2-7997-4508-8271-b3ee4ba70d74,Attribute,e3945d88-27e8-4a8c-ae75-7cee746c5f40,55,,,,,,,,Paragraph,"Supervisors expect that a bank’s senior management should establish accuracy and precision requirements for both regular and stress/crisis reporting, including critical position and exposure information. These requirements should reflect the criticality of decisions that will be based on this information.",,,,,
ddc2e827-ebb2-4e62-9f30-0d3dc12282b1,Attribute,e3945d88-27e8-4a8c-ae75-7cee746c5f40,56,,,,,,,,Paragraph,"Supervisors expect banks to consider accuracy requirements analogous to accounting materiality. For example, if omission or misstatement could influence the risk decisions of users, this may be considered material. A bank should be able to support the rationale for accuracy requirements. Supervisors expect a bank to consider precision requirements based on validation, testing or reconciliation processes and results.",,,,,
aad99584-cd1b-4af4-aac4-d8771c154376,Group,ff3ac093-5cca-4b81-94c7-146e1c0c813e,Principle 8,,e1a2075d-b88c-4a79-a7a5-1c104bc0b596,,,,,,Principle,"Risk management reports should cover all material risk areas within the organisation. The depth and scope of these reports should be consistent with the size and complexity of the bank’s operations and risk profile, as well as the requirements of the recipients.",Comprehensiveness,,,,
d75c12b8-d565-42d5-97f9-b3e4d3770b3e,Transition,,,aad99584-cd1b-4af4-aac4-d8771c154376,e1a2075d-b88c-4a79-a7a5-1c104bc0b596,,,,,,,,,,"Comprehensiveness requirements under BCBS 239 Principle 8 may offer a reasonable template for risk management processes under BCBS Climate Risk Principle 6:
- Reporting should include exposure and position information for all significant risk areas (inc. climate) and all significant components of those risk areas (eg single name, country and industry sector for credit risk). Reports should also cover risk-related measures (eg regulatory and economic capital), which may be implemented in relation to climate risk under Basel V.
- Reports should identify emerging risk concentrations, provide information in the context of limits and risk appetite/tolerance and propose recommendations for action where appropriate.",,
e4ffc35e-a3fa-496c-ad12-2e780e3930d8,Attribute,aad99584-cd1b-4af4-aac4-d8771c154376,57,,,,,,,,Paragraph,"Risk management reports should include exposure and position information for all significant risk areas (eg credit risk, market risk, liquidity risk, operational risk) and all significant components of those risk areas (eg single name, country and industry sector for credit risk). Risk management reports should also cover risk-related measures (eg regulatory and economic capital).",,,,,
e2d7711d-5add-49d2-bb2e-3e05bb2d12b7,Attribute,aad99584-cd1b-4af4-aac4-d8771c154376,58,,,,,,,,Paragraph,"Reports should identify emerging risk concentrations, provide information in the context of limits and risk appetite/tolerance and propose recommendations for action where appropriate. Risk reports should include the current status of measures agreed by the board or senior management to reduce risk or deal with specific risk situations. This includes providing the ability to monitor emerging trends through forward-looking forecasts and stress tests.",,,,,
9fc87a31-dbba-46b6-8a67-c925cfce6225,Attribute,aad99584-cd1b-4af4-aac4-d8771c154376,59,,6ecf46b3-c8b8-4282-bc37-e941692db887,,,,,,Paragraph,"Supervisors expect banks to determine risk reporting requirements that best suit their own business models and risk profiles. Supervisors will need to be satisfied with the choices a bank makes in terms of risk coverage, analysis and interpretation, scalability and comparability across group institutions. For example, an aggregated risk report should include, but not be limited to, the following information: capital adequacy, regulatory capital, capital and liquidity ratio projections, credit risk, market risk, operational risk, liquidity risk, stress testing results, inter- and intra-risk concentrations, and funding positions and plans.",,,,,
6900f59c-a154-4639-b38a-8dedb96027ee,Transition,,,9fc87a31-dbba-46b6-8a67-c925cfce6225,6ecf46b3-c8b8-4282-bc37-e941692db887,,,,,,,,,,"Under BCBS Climate Risk Principle 5, banks should incorporate climate-risk into ICAAP/ILAAP processes. Capital adequacy and capital/liquidity ratio projections are existing requirements in risk reports under BCBS 239.",,
6f692505-5ec9-46d7-971a-3976a0f9edcd,Attribute,aad99584-cd1b-4af4-aac4-d8771c154376,60,,20ab1065-9532-4bde-95a0-98eabe2ff259,,,,,,Paragraph,Supervisors expect that risk management reports to the board and senior management provide a forward-looking assessment of risk and should not just rely on current and past data. The reports should contain forecasts or scenarios for key market variables and the effects on the bank so as to inform the board and senior management of the likely trajectory of the bank’s capital and risk profile in the future.,,,,,
8dcfd06e-907d-41ad-acbc-f1005b2c0036,Transition,,,6f692505-5ec9-46d7-971a-3976a0f9edcd,20ab1065-9532-4bde-95a0-98eabe2ff259,,,,,,,,,,"Under BCBS 239 Principle 8, risk reports should be forward looking and incorporate forecasts/scenarios for key market variables and the effects on the bank. BCBS Climate Risk Principle 12 requires scenario analysis considering physical and transition risks as drivers of credit, market, operational and liquidity risks over a range of relevant time horizons, complementing the existing forward-looking analysis undertaken by banks under BCBS 239.",,
74582aa7-25e1-445b-855e-2cfce2ac75c3,Group,ff3ac093-5cca-4b81-94c7-146e1c0c813e,Principle 9,,,,,,,,Principle,Risk management reports should communicate information in a clear and concise manner. Reports should be easy to understand yet comprehensive enough to facilitate informed decision-making. Reports should include meaningful information tailored to the needs of the recipients.,Clarity and usefulness,,,,
e8c22f4c-cf45-4fac-a414-f6bea33984b2,Attribute,74582aa7-25e1-445b-855e-2cfce2ac75c3,61,,,,,,,,Paragraph,"A bank’s risk reports should contribute to sound risk management and decisionmaking by their relevant recipients, including, in particular, the board and senior management. Risk reports should ensure that information is meaningful and tailored to the needs of the recipients.",,,,,
52d096c5-2796-4d09-bc53-b635934e2c14,Attribute,74582aa7-25e1-445b-855e-2cfce2ac75c3,62,,,,,,,,Paragraph,"Reports should include an appropriate balance between risk data, analysis and interpretation, and qualitative explanations. The balance of qualitative versus quantitative information will vary at different levels within the organisation and will also depend on the level of aggregation that is applied to the reports. Higher up in the organisation, more aggregation is expected and therefore a greater degree of qualitative interpretation will be necessary.",,,,,
2e298bc1-f6f3-43ef-bc79-c6f6dbe9cbb4,Attribute,74582aa7-25e1-445b-855e-2cfce2ac75c3,63,,,,,,,,Paragraph,"Reporting policies and procedures should recognise the differing information needs of the board, senior management, and the other levels of the organisation (for example risk committees).",,,,,
a4c4e1f0-16ec-4a21-917d-177a36a7ea3c,Attribute,74582aa7-25e1-445b-855e-2cfce2ac75c3,64,,,,,,,,Paragraph,"As one of the key recipients of risk management reports, the bank’s board is responsible for determining its own risk reporting requirements and complying with its obligations to shareholders and other relevant stakeholders. The board should ensure that it is asking for and receiving relevant information that will allow it to fulfil its governance mandate relating to the bank and the risks to which it is exposed. This will allow the board to ensure it is operating within its risk tolerance/appetite.",,,,,
