ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,Guidance,Title,Description
98a6415d-4662-4e71-9c04-69afc46e8df7,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(a),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), points (a) and (e) CRR, how institutions’ business environment, business model, strategy and processes, financial planning integrate risks stemming from social factors (i.e. social risks) and how these evolve over time given changing technology, policy framework, business environment and stakeholder (e.g. consumers and investors) preferences.",,
98e1acc0-2d85-4648-8e9f-32f7fef0bae8,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(b),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), points (a), (c), (d), (e) and (f) CRR, whether the institution sets objectives, targets and limits the institution sets for the assessment and management of social risks, and how the process is for the setting of these objectives, targets and limits. An explanation of the linkages of these objectives, targets and limits to the current international and European policy framework and benchmarks available, for example, the Ten Principles of UN Global Compact, ILO Conventions and Recommendations; OECD Guidelines for Multinational Enterprises; and UN Guiding Principles on Business and Human Rights. Examples of social aspects can include human rights violation, labour rights, income inequality, lack of human rights, customer safety and protection, privacy, poverty and non-discrimination. Furthermore, climate change and transition to low carbon economy have social impactssuch as ending of certain job and skills, and emergence of new jobs and skills, consumers’ changing preferences and preferences of shareholders of companies that prioritise swift integration of climate, environmental and social change, as defined in paragraphs 78 of the EBA report under Article 98(8) CRD.",,
71af1698-a77c-4e4a-b075-8611c3fc8191,Attribute,a1ccad46-eed8-459e-ab06-9ea7e636b686,(c),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (d) CRR, how institutions take measures to mitigate risks associated with social factors, including understanding the counterparty’s capacity to manage social risks and entering into a dialogue with them to mitigate social risks.",,
943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,Group,2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Governance,,,,,,,,,,,
5778ae57-5027-42f1-abaa-a6b67cc2cf5e,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(d),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (b) and Article 435(2), points (a), (b), (c) CRR, how institutions’ management body is involved in the supervision and management of social risks, and what is the rationale for this approach taking into account a number of social factors including activities towards the community and society, employee relationships and labour standards, customer protection and product responsibility, human rights.",,
c7e78e38-caed-4734-bc15-edb703fd649c,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(e),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2), points (a), (b), (c) CRR, how institutions organise risk committees, allocate tasks and responsibilities in the risk management framework to monitor and manage social risks. Institutions shall provide information on the level of internal capacity is being built, with the amount of resources, and the extent to which information for social risk assessment is reliant on external capacity.",,
0ad5f1af-9b69-46d6-a938-6514607714cd,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(f),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR, how institutions include social risks into internal reporting framework and structure, and what is the frequency of internal reporting and information exchange on social risks.",,
0e10e3df-db77-4671-a694-d0fd1451c69e,Attribute,943cc5ca-b3d0-4e3e-b1f9-01fcf27e6675,(g),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2), points (e) CRR information on whether social risks are included in remuneration policy, and the criteria and metrics used to determine the impact on variable remuneration of social risk considerations.",,
96f01bb1-0e98-4d94-b47d-cbf86a169cff,Group,2477a1c5-429c-4b5f-ab1c-5b04db9d35af,Risk management,,,,,,,,,,,
ab9fef27-5b37-429f-9835-55ca9a317337,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(h),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, what methodologies, definitions and standards institutions use for the identification and management of social factors and risks, and the framework on which these standards, definitions and methodologies are based. An explanation of the linkages of these methodologies, definitions and standards to the current international and European policy framework and benchmarks, for example, the Ten Principles of UN Global Compact; ILO Conventions and Recommendations; OECD Guidelines for Multinational Enterprises; and UN Guiding Principles on Business and Human Rights.",,
2473eb58-24e0-4096-8c0a-7c343da3e01c,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(i),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the process by which institutions identify and monitor their activities and exposures sensitive and vulnerable to social risks (e.g. via their counterparties, investment or asset management activities) including any movable and immovable assets associated with these activities and exposures. The process by which institutions identify and monitor social risks that are financially material or currently non-material with a prospect to be material in the future. Such activities, exposures and assets sensitive and vulnerable to social risks may be related to counterparties breaching labour law, human rights or other social laws or rights that may face legal dispute. More precisely, sectors with enhanced social risk may include those with migrant workers, low wages; poor labour standards; poor working conditions; negatively affecting communities; and enhanced chance of being under public and political scrutiny.",,
28a1da2f-4221-489e-bc18-a75db51ebc45,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(j),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the activities, commitments and assets that institutions have in place to mitigate social risks.",,
d0ec12cd-3da2-476e-b84c-ad5f04e2857d,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(k),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (a) CRR, the implementation tools that institutions use for identification and management of social risks such as scenario analysis, applied at exposurelevel, portfolio-level, counterparty-level or sectoral-level and cover covering factors such as migration, demographic trends, change in labour force, technological change. Furthermore, social risks to be identified can include change of consumer behaviour, issues around discrimination and social inclusiveness, scenarios about increasing inequality, social impact of climate change, climate adaptation/mitigation and environmental degradation. Assumptions and methodologies of such scenario analysis shall be indicated. The institution shall indicate the time horizon used for the assessment of the social risk on the accounting and prudential metrics, e.g., short-term, mediumterm or long-term time horizon.",,
a21aff69-97c7-4e41-9f3b-27193253351b,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(l),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1), point (f) CRR, the limits institutions set on financing projects or counterparties, which significantly harm social objectives in line with institution’s business strategy. These limits shall include limits set by institutions at the point of origination and monitoring in order to avoid or mitigate social risks and limits that indicate when a specific exposure would trigger corrective actions, further investigation, internal escalation, and/or exclusion from portfolio.",,
b76a1858-3b1c-4499-b7da-a559d29b957f,Attribute,96f01bb1-0e98-4d94-b47d-cbf86a169cff,(m),,,,,,,,Qualitative,"In accordance with Article 449a CRR, the ways the institutions map and link the manifestation of social risks on their balance sheet through credit risk, liquidity risk, market risk and operational risk. The ways in which the institution assesses and manages the impact of relevant socially harmful events on the prudential risks categories including credit risk, liquidity risk, market risk and operational risk.",,
9e8f126c-381d-479e-a89c-6555114dc34c,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Table 3: Qualitative information on Governance risk,,,,,,,,,,,
407dbfe0-d777-4e8f-9a66-aae5f278cbee,Attribute,9e8f126c-381d-479e-a89c-6555114dc34c,Business strategy and processes,,,,,,,,,,,
bb5c7136-157e-43db-90f9-fb5b42e780a0,Group,9e8f126c-381d-479e-a89c-6555114dc34c,Governance,,,,,,,,,,,
047c571b-48a2-4d77-a70b-e90bffe4647d,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(a),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2) CRR, the ways in which institutions integrate governance performance of the counterparty in their governance arrangements. The considerations on the governance performance of the counterparty shall cover the necessary steps and phases in the decision-making, supervision and management processes of the counterparty at all levels. This shall include committees of the highest governance body and committees responsible for decision-making on economic, environmental, and social topics. An explanation of these economic, environmental and social topics to the indicators presented in available international and European frameworks, for example, OECD Guidelines for Multinational Enterprises; UN Guiding Principles on Business and Human Rights; Charter of Fundamental Rights of the EU; United Nations Convention against Corruption.",,
55542a20-a6e7-4904-b039-6170dfb58749,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(b),,,,,,,,Qualitative,"The ways via which the institution takes into account the role of the counterparty's highest governance body in non-financial reporting, e.g., the highest committee or position that formally reviews and approves the organisation’s sustainability report and ensures that all material topics are covered. An explanation of these material topics (including economic, environmental and social areas) to the indicators presented in available international and European frameworks, for example, OECD Guidelines for Multinational Enterprises; UN Guiding Principles on Business and Human Rights; Charter of Fundamental Rights of the EU; United Nations Convention against Corruption.",,
0b001a4c-4898-4c45-903d-c79acdf32c61,Attribute,bb5c7136-157e-43db-90f9-fb5b42e780a0,(c),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(2) CRR, the ways via which the institution integrates the governance performance of their counterparties in its governance arrangements. The considerations related to the governance performance of the institution’s counterparties shall cover all of the following: a) ethical considerations; e.g., integrity of conduct, values and ethics, anti-bribery and anti-corruption measures, accountability and rule of law; b) strategy and risk management; e.g., strategy implementation, operational execution and monitoring, internal controls and risk management policies and procedures; c) inclusiveness; e.g., gender gap and representation of people from minority groups in the management, income gap; d) transparency; e.g. disclosures on discrimination, tax commitments and payments, disclosure on lobbying activities, and rules and practices; e) Management of conflict of interest, e.g. processes for the highest governance body to ensure that any conflict of interest is avoided, managed and mitigated; and f) Internal communication on critical concerns, e.g. how internal process of the counterparty operates for communicating critical concerns to the highest governance body.",,
2e0fda44-459a-4825-9b20-f4d154f8c02d,Group,9e8f126c-381d-479e-a89c-6555114dc34c,Risk management,,,,,,,,,,,
e162060a-3199-4886-8b16-b38139fcebed,Attribute,2e0fda44-459a-4825-9b20-f4d154f8c02d,(d),,,,,,,,Qualitative,"In accordance with Article 449a in conjunction with Article 435(1) CRR, the ways in which the institution integrates in its risk management arrangements the governance performance of their counterparties considering aspects explained in row 3.",,
5e2f3343-092a-4491-94fd-cd19f791892e,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Template 1: Banking book - Climate change transition risk: Quality of exposures by sector,,,,,,,,,,,
31781775-d60f-4686-971c-25614bebf2e5,Group,5e2f3343-092a-4491-94fd-cd19f791892e,Columns,,,,,,,,,,,
764784be-182d-47b7-b983-bb498b83c51b,Attribute,31781775-d60f-4686-971c-25614bebf2e5,a,,,,,,,,Quantitative,"The gross carrying amount, as defined in Part 1 of Annex V to Commission Implementing Regulation (EU) 2021/451 4 , of those exposures towards nonfinancial corporates, including loans and advances, debt securities and equity instruments, classified in the accounting portfolios in the banking book according to that Regulation, excluding financial assets held for trading or held for sale assets.",Total gross carrying amount,
b2b825ca-5593-434a-86ed-45ed7f67bd1c,Attribute,31781775-d60f-4686-971c-25614bebf2e5,b,,,,,,,,Quantitative,"The gross carrying amount of those exposures towards counterparties that are excluded from the EU Paris-aligned Benchmarks as specified in Article 12.1, points (d) to (g) and Article 12.2 of Commission Delegated Regulation (EU) 2020/18185 .",Of which exposures towards companies excluded from EU Paris-aligned Benchmarks,
5f7e4d82-4191-4c82-97a4-f00ac6342d0b,Attribute,31781775-d60f-4686-971c-25614bebf2e5,c,,,,,,,,Quantitative,"Exposures that qualify as environmentally sustainable because they are financing activities that contribute or enable the environmental objective of climate change mitigation in accordance with Articles 10 and 16 of the Regulation (EU) 2020/852, as disclosed in template 7 of Annex XXXIX. Institutions shall start disclosing this information as of end 2023, that is the first disclosure reference date, for exposures included in the numerator of the GAR, and as of end June 2024 for those exposures included in the numerator of the BTAR but not in the numerator of the GAR.","Of which environmentally sustainable (CCM)
Exposures that qualify as environmentally sustainable because they are financing activities that contribute or enable the environmental objective of climate change mitigation in accordance with Articles 10 and 16 of the Regulation (EU) 2020/852, as disclosed in template 7 of Annex XXXIX. Institutions shall start disclosing this information as of end 2023, that is the first disclosure reference date, for exposures included in the numerator of the GAR, and as of end June 2024 for those exposures included in the numerator of the BTAR but not in the numerator of the GAR.",
6d8e76ad-8d39-4803-9fa2-1873423ce4b4,Attribute,31781775-d60f-4686-971c-25614bebf2e5,d,,,,,,,,Quantitative,Institutions applying IFRS shall disclose the gross carrying amount of ‘Stage 2’ instruments as defined in IFRS 9. The columns on ‘Of which stage 2’ shall not be disclosed by institutions that apply national generally accepted accounting principles based on Council Directive 86/635/EEC6.,Of which stage 2,
0a7c9f28-70e9-4f6f-acc7-771aa2f751a1,Attribute,31781775-d60f-4686-971c-25614bebf2e5,e,,,,,,,,Quantitative,Non-performing exposures as defined in Article 47a(3) CRR.,Of which non-performing exposures,
9234cced-bff3-4b0e-b781-b8dcc1ceb033,Attribute,31781775-d60f-4686-971c-25614bebf2e5,f,,,,,,,,Quantitative,"The amounts defined in paragraphs 11, 69 to 71, 106 and 110 of Part 2 of Annex V to Commission Implementing Regulation (EU) 2021/451.","Accumulated impairment, accumulated negative changes in fair value due to credit risk and provisions",
acfb5896-d0e5-45e1-bf2c-f5c73fcd026f,Attribute,31781775-d60f-4686-971c-25614bebf2e5,g,,,,,,,,Quantitative,Accumulated impairment amount of stage 2 exposures. Institutions applying IFRS shall disclose the gross carrying amount of ‘Stage 2’ instruments as defined in IFRS 9. The columns on ‘Of which stage 2’ shall not be disclosed by institutions that apply national generally accepted accounting principles based on Council Directive 86/635/EEC7 .,Of which stage 2,
4146541c-0997-4c5a-aed0-e6b9b9e43824,Attribute,31781775-d60f-4686-971c-25614bebf2e5,h,,,,,,,,Quantitative,Non-performing exposures as defined in Article 47a(3) CRR.,Of which non-performing exposures,
aa1d4679-e6b2-4a34-b036-d3ab463a5d31,Attribute,31781775-d60f-4686-971c-25614bebf2e5,i,,,,,,,,Quantitative,"Where the information is available, the estimates of the scope 3 GHG emissions of an institution shall be disclosed in CO2 tonnes (TCO2) as part of column i. The disclosure shall cover all sectors and subsectors that highly contribute to climate change as specified in recital 6 of the Commission Delegated Regulation (EU) 2020/1818, included in rows 2 to 52 of the template. The estimation of scope 3 emissions shall rely on information on emissions from institutions’ counterparties and on information on sector-average emissions intensity. Examples of methodologies to compute the carbon emission of companies include, the Global GHG Accounting and Reporting Standard for the Financial Industry, developed by the Partnership for Carbon Accounting Financials 8 (PCAF, of particular relevance for the TCFD), or the Carbon Disclosure Project9 . The estimation of scope 3 emissions per sector shall be done in a proportionate way: e.g. by taking the institution’s exposures (loans and advances, debt securities and equity holdings) towards the counterparty compared to the total liabilities (accounting liabilities and shareholders’ equity) of the counterparty. In the narrative accompanying the template institutions shall provide detailed explanations of the data sources used and of the methodology that they have applied for the estimation of their scope 3 GHG emissions. In particular, institutions shall explain whether they are disclosing (i) reported emissions (emissions are collected from the borrower or investee company directly); (ii) physical activity-based emissions (emissions are estimated by the reporting financial institution based on primary physical activity data collected from the borrower or investee), and/or (iii) economic activity-based emissions (emissions are estimated by the reporting financial institution based on economic activity data collected from the borrower or investee company). Where institutions are not yet estimating their counterparties’ emissions associated with their financing activities, including lending and investment activities, they shall disclose information on their plans to implement methodologies to estimate and disclose this information. All institutions shall disclose information in columns i to k of the template as of 30 June 2024 first disclosure reference date.","GHG financed emissions (scope 1, scope 2 and scope 3 emissions of the counterparty) (in tons of CO2 equivalent)",
2341c64a-8f58-44f2-85a2-f30d0957ac6d,Attribute,31781775-d60f-4686-971c-25614bebf2e5,j,,,,,,,,Quantitative,"Institutions shall disclose their counterparties’ scope 3 emissions associated with institutions’ lending and investment activities. Where institutions are not yet estimating their scope 3 emissions, they shall leave column j blank and, in the narrative, accompanying the template, they shall disclose their plans to implement methodologies to estimate and disclose this information. Scope 3 emissions shall be disclosed on a best effort basis covering the most relevant sectors for example in line with PCAF approach and the phased-in approach for scope 3 emissions included in Article 5 of Commission Delegated Regulation (EU) 2020/2018 supplementing Regulation (EU) 2016/1011 of the European Parliament and of the Council as regards minimum standards for EU Climate Transition Benchmarks and EU Paris-aligned Benchmarks. Financial institutions shall start disclosing information scope 3 emissions, when available, for the oil, gas, and mining sectors from 2021 onward and additional sectors will be added subsequently. Information on scope 3 emissions of the counterparty for all sectors included in the template shall be disclosed as of 30 June 2024 first disclosure reference date. For sectors where data and methodological challenges exist, banks shall follow the GHG protocol and its 15 stages, both upstream and downstream, as presented in the Commission Guidelines on non-financial reporting: supplement on reporting climate related information. In line with the TCFD guidance on metrics and targets, institutions shall be transparent about the challenges to collect that type of information and also avoid double counting to the extent possible. All institutions shall start disclosing information in columns j of the template as of 30 June 2024 first disclosure reference date.",Of which Scope 3 financed emissions,
9ad69a85-6b2b-4a1c-8fb8-ddfdd8783604,Attribute,31781775-d60f-4686-971c-25614bebf2e5,k,,,,,,,,Quantitative,"Institutions shall indicate the percentage of the portfolio (gross carrying amount of the exposures) for which they have been able to estimate their counterparties’ scope 1, 2 and 3 emissions associated with institutions’ lending and investment activities based on information disclosed by their counterparties or reported to the institution on bilateral basis.",GHG emissions (column i): gross carrying amount percentage of the portfolio derived from company-specific reporting,
b7fb3d8a-b8b6-41d5-86ce-f076c425d0a3,Attribute,31781775-d60f-4686-971c-25614bebf2e5,l-p,,,,,,,,Quantitative,"Institutions shall allocate the exposures to the relevant bucket depending on the remaining maturity of the financial instrument, taking into account the following: i) Where the amount is repaid in instalments, the exposure shall be allocated in the maturity bucket corresponding to the last instalment; ii) Where an exposure has no stated maturity for reasons other than the counterparty having the choice of the repayment date, or in the case of equity holdings, the amount of this exposure shall be disclosed in the largest maturity bucket ‘> 20 years’; iii) For the computation of the average maturity of the exposures, institutions shall weigh the maturity of each exposure by the gross carrying amount of the exposures.",<= 5 years; > 5 year <= 10 years; > 10 year <= 20 years; > 20 years; Average weighted maturity,
