ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,Title,Guidance,Comments,Connected to other Frameworks,Footnotes,KPI,Unit of Measure,Example,Rationale,Alignment with Other Reporting Frameworks,EU Policy Reference,Disclosure Requirement,Other ESRS,CSRD,TCFD,Other Regulation,Text,EBA Pillar 3,EU Taxonomy,SFDR,Key DR Tag
b9beb23c-699f-4131-b311-3d419f1bd4e2,Attribute,36058f69-8afa-4f8e-9e23-fc02cd6805e9,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners that perform scenario analysis should consider providing a discussion of how climate-related scenarios are used, such as to inform investments in specific assets.",,,,,,,,,,,,,,,,,,,
8941c8a9-38f4-4bb6-a867-efd3623629c3,Object,359560f8-36dd-4174-a248-c86d428a532f,Risk Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13b6f3bf-579e-458d-89ee-dd3af6133e2c,Group,8941c8a9-38f4-4bb6-a867-efd3623629c3,Recommended Disclosure a),,"07604717-8142-42b6-92ae-e1bc08740220,0a083eba-c0b2-4625-b9cf-b4f145b91161,57c61f79-adea-4ec1-b4f1-d6edaeaaa35c,f5ed00d4-7fb1-4a4a-a1e9-fc7e00a96bda,9baaa935-a5b4-4998-98c7-f4b74c9a8ed7",,,,,,Qualitative,Describe the organization’s processes for identifying and assessing climate-related risks.,"Organizations should describe their risk management processes for identifying and assessing climate-related risks. An important aspect of this description is how organizations determine the relative significance of climate-related risks in relation to other risks. Organizations should describe whether they consider existing and emerging regulatory requirements related to climate change (e.g., limits on emissions) as well as other relevant factors considered. Organizations should also consider disclosing the following: ‒ processes for assessing the potential size and scope of identified climate-related risks and ‒ definitions of risk terminology used or references to existing risk classification frameworks used.",,,,,,,,,,,,,,,,,,,
c63b3dac-bcc0-46fe-9118-037c180f44ca,Transition,,,13b6f3bf-579e-458d-89ee-dd3af6133e2c,07604717-8142-42b6-92ae-e1bc08740220,,,,,,,,,,,,,,,,,,,,,,,,,,,
be5febb8-2ed7-41d1-95e1-95813339175f,Transition,,,13b6f3bf-579e-458d-89ee-dd3af6133e2c,0a083eba-c0b2-4625-b9cf-b4f145b91161,,,,,,,,,,,,,,,,,,,,,,,,,,,
cca12a0a-e98f-465f-9399-9f4f3fcee88a,Transition,,,13b6f3bf-579e-458d-89ee-dd3af6133e2c,57c61f79-adea-4ec1-b4f1-d6edaeaaa35c,,,,,,,,,,,,,,,,,,,,,,,,,,,
fba4c290-6278-47ab-bf9d-ed043a40c70a,Transition,,,13b6f3bf-579e-458d-89ee-dd3af6133e2c,f5ed00d4-7fb1-4a4a-a1e9-fc7e00a96bda,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d20fc60-ca60-42cf-a498-d2faf5162f32,Transition,,,13b6f3bf-579e-458d-89ee-dd3af6133e2c,9baaa935-a5b4-4998-98c7-f4b74c9a8ed7,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407556e-5921-4315-b5ba-1b005d1fe89e,Attribute,13b6f3bf-579e-458d-89ee-dd3af6133e2c,Supplemental Guidance for Banks,,,,,,,,Qualitative,Supplemental Guidance for Banks,"Banks should consider characterizing their climate-related risks in the context of traditional banking industry risk categories such as credit risk, market risk, liquidity risk, and operational risk.",,,,,,,,,,,,,,,,,,,
8a1651e5-2488-4d91-999e-a36bb7f68305,Attribute,13b6f3bf-579e-458d-89ee-dd3af6133e2c,Supplemental Guidance for Insurance Companies,,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,"Insurance companies should describe the processes for identifying and assessing climate-related risks on re-/insurance portfolios by geography, business division, or product segments, including the following risks: ‒ physical risks from changing frequencies and intensities of weather-related perils; ‒ transition risks resulting from a reduction in insurable interest due to a decline in value, changing energy costs, or implementation of carbon regulation; and ‒ liability risks that could intensify due to a possible increase in litigation.",,,,,,,,,,,,,,,,,,,
84a69cdb-a77f-421d-a2c3-7b660f169ef8,Attribute,13b6f3bf-579e-458d-89ee-dd3af6133e2c,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should describe, where appropriate, engagement activity with investee companies to encourage better disclosure and practices related to climate-related risks to improve data availability and asset owners’ ability to assess climate-related risks.",,,,,,,,,,,,,,,,,,,
04d63666-92c0-4ec4-91e1-adf9f287f3a8,Attribute,13b6f3bf-579e-458d-89ee-dd3af6133e2c,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,"Asset managers should describe, where appropriate, engagement activity with investee companies to encourage better disclosure and practices related to climate-related risks in order to improve data availability and asset managers’ ability to assess climate-related risks. Asset managers should also describe how they identify and assess material climate-related risks for each product or investment strategy. This might include a description of the resources and tools used in the process.",,,,,,,,,,,,,,,,,,,
f44d4ab3-359c-44ed-adae-8449c3d80295,Group,8941c8a9-38f4-4bb6-a867-efd3623629c3,Recommended Disclosure b),,"f8624d46-157e-47ed-a2f1-54a29ab53cbf,d5ad5d5d-2d0f-48af-b307-c98ced6ec42d,a269b317-ec13-4c78-bfaa-bd22ac6a1418,78393a15-103b-41ff-afe2-1f584837a5d9,98e2e927-c855-4540-ba71-21aaf1c20c74",,,,,,Qualitative,Describe the organization’s processes for managing climate-related risks.,"Organizations should describe their processes for managing climate-related risks, including how they make decisions to mitigate, transfer, accept, or control those risks. In addition, organizations should describe their processes for prioritizing climate-related risks, including how materiality determinations are made within their organizations. In describing their processes for managing climate-related risks, organizations should address the risks included in Tables A1.1 and A1.2 (pp. 75–76), as appropriate.",,,,,,,,,,,,,,,,,,,
8b5251f9-5cd9-4648-9d2d-7028f976d3a7,Transition,,,f44d4ab3-359c-44ed-adae-8449c3d80295,f8624d46-157e-47ed-a2f1-54a29ab53cbf,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1cf8262-9436-4f4a-85e1-a60ef55520e7,Transition,,,f44d4ab3-359c-44ed-adae-8449c3d80295,d5ad5d5d-2d0f-48af-b307-c98ced6ec42d,,,,,,,,,,,,,,,,,,,,,,,,,,,
37d20257-37b1-4afa-a0a2-f4df63333299,Transition,,,f44d4ab3-359c-44ed-adae-8449c3d80295,a269b317-ec13-4c78-bfaa-bd22ac6a1418,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e1ca754-9919-402e-85f7-2a290fcde200,Transition,,,f44d4ab3-359c-44ed-adae-8449c3d80295,78393a15-103b-41ff-afe2-1f584837a5d9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933f1f8-944a-494b-9eff-d84aa2708eb8,Transition,,,f44d4ab3-359c-44ed-adae-8449c3d80295,98e2e927-c855-4540-ba71-21aaf1c20c74,,,,,,,,,,,,,,,,,,,,,,,,,,,
daadb7f6-7fd6-4059-bb14-7cfb8845d324,Attribute,f44d4ab3-359c-44ed-adae-8449c3d80295,Supplemental Guidance for Insurance Companies,,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,"Insurance companies should describe key tools or instruments, such as risk models, used to manage climate-related risks in relation to product development and pricing. Insurance companies should also describe the range of climate-related events considered and how the risks generated by the rising propensity and severity of such events are managed.",,,,,,,,,,,,,,,,,,,
1f6e1274-60e3-44eb-b33d-9f50728c44f7,Attribute,f44d4ab3-359c-44ed-adae-8449c3d80295,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should describe how they consider the positioning of their total portfolio with respect to the transition to a low-carbon energy supply, production, and use. This could include explaining how asset owners actively manage their portfolios’ positioning in relation to this transition.",,,,,,,,,,,,,,,,,,,
21881087-3bd0-4e64-8506-9983b98424fb,Attribute,f44d4ab3-359c-44ed-adae-8449c3d80295,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,Asset managers should describe how they manage material climate-related risks for each product or investment strategy.,,,,,,,,,,,,,,,,,,,
d9ddea06-96b2-4efb-b2d5-899230c5ee10,Attribute,8941c8a9-38f4-4bb6-a867-efd3623629c3,Recommended Disclosure c),,bccdc9c6-7643-47eb-ba12-1e9c0ccdeab4,,,,,,Qualitative,"Describe how processes for identifying, assessing, and managing climate-related risks are integrated into the organization’s overall risk management.","Organizations should describe how their processes for identifying, assessing, and managing climate-related risks are integrated into their overall risk management.",,,,,,,,,,,,,,,,,,,
ca396bcc-0de3-4e6b-bbe4-31ebbcbf6dda,Transition,,,d9ddea06-96b2-4efb-b2d5-899230c5ee10,bccdc9c6-7643-47eb-ba12-1e9c0ccdeab4,,,,,,,,,,,,,,,,,,,,,,,,,,,
af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Object,359560f8-36dd-4174-a248-c86d428a532f,Metrics and Targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure a),,"0fb5b1ab-39c6-406b-92c4-16e9fb33baf2,14f3a0ec-a14d-4e10-91be-6a41a834b90a,0a9c5267-617a-409b-af84-57eb8dcc6585,d74ca03c-6a85-41cd-ac1c-a3aa556fe64c,d86da14e-ae68-4394-94cc-8ecc4036464a",,,,,,Qualitative,Disclose the metrics used by the organization to assess climate-related risks and opportunities in line with its strategy and risk management process.,"Organizations should provide the key metrics used to measure and manage climate-related risks and opportunities, as described in Tables A1.1 and A1.2 (pp. 75–76), as well as metrics consistent with the cross-industry, climate-related metric categories described in Table A2.1 (p. 79). Organizations should consider including metrics on climate-related risks associated with water, energy, land use, and waste management where relevant and applicable. Where climate-related issues are material, organizations should consider describing whether and how related performance metrics are incorporated into remuneration policies. Where relevant, organizations should provide their internal carbon prices as well as climate-related opportunity metrics such as revenue from products and services designed for a low-carbon economy. Metrics should be provided for historical periods to allow for trend analysis. Where appropriate, organizations should consider providing forward-looking metrics for the cross-industry, climate-related metric categories described in Table A2.1 (p. 79), consistent with their business or strategic planning time horizons. In addition, where not apparent, organizations should provide a description of the methodologies used to calculate or estimate climate-related metrics.",,,,,,,,,,,,,,,,,,,
ec88bf50-c3f2-4cd7-a5b3-5c1c2827b9fb,Transition,,,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,0fb5b1ab-39c6-406b-92c4-16e9fb33baf2,,,,,,,,,,,,,,,,,,,,,,,,,,,
772c15aa-69ff-4d36-a98c-e26d2c751a2c,Transition,,,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,14f3a0ec-a14d-4e10-91be-6a41a834b90a,,,,,,,,,,,,,,,,,,,,,,,,,,,
60da45f8-da73-4980-a111-a5b03bb94058,Transition,,,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,0a9c5267-617a-409b-af84-57eb8dcc6585,,,,,,,,,,,,,,,,,,,,,,,,,,,
815953f7-5c44-4b4a-a123-fde224ae8fa2,Transition,,,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,d74ca03c-6a85-41cd-ac1c-a3aa556fe64c,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1454dc5-3e68-422e-9df1-d1eb2016da8f,Transition,,,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,d86da14e-ae68-4394-94cc-8ecc4036464a,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2114f9e-43a0-4411-bc5d-f084c71d0a54,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Banks,,,,,,,,Qualitative,Supplemental Guidance for Banks,"Banks should provide the metrics used to assess the impact of (transition and physical) climate-related risks on their lending and other financial intermediary business activities in the short, medium, and long term. Metrics provided may relate to credit exposure, equity and debt holdings, or trading positions, broken down by: ‒ Industry ‒ Geography ‒ Credit quality (e.g., investment grade or non-investment grade, internal rating system) ‒ Average tenor. Banks should also provide the amount and percentage of carbon-related assets relative to total assets as well as the amount of lending and other financing connected with climate-related opportunities. Banks should describe the extent to which their lending and other financial intermediary business activities, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Banks should also indicate which financial intermediary business activities (e.g., loans to specific sectors or industries) are included.",,,,,,,,,,,,,,,,,,,
642e9811-2685-470c-adbc-c1909777f5e8,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Insurance Companies,,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,"Insurance companies should provide aggregated risk exposure to weather-related catastrophes of their property business (i.e., annual aggregated expected losses from weather-related catastrophes) by relevant jurisdiction. Insurance companies should describe the extent to which their insurance underwriting activities, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Insurance companies should also indicate which insurance underwriting activities (e.g., lines of business) are included.",,,,,,,,,,,,,,,,,,,
8a65c790-bff9-497f-9d1d-da6096b24f98,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should describe metrics used to assess climate-related risks and opportunities in each fund or investment strategy. Where relevant, asset owners should also describe how these metrics have changed over time. Where appropriate, asset owners should provide metrics considered in investment decisions and monitoring. Asset owners should describe the extent to which assets they own and their funds and investment strategies, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Asset owners should also indicate which asset classes are included.",,,,,,,,,,,,,,,,,,,
7298b7ce-65dc-4018-b24b-ed544fe0bd78,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,"Asset managers should describe metrics used to assess climate-related risks and opportunities in each product or investment strategy. Where relevant, asset managers should also describe how these metrics have changed over time.Where appropriate, asset managers should provide metrics considered in investment decisions and monitoring. Asset managers should describe the extent to which their assets under management and products and investment strategies, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Asset managers should also indicate which asset classes are included.",,,,,,,,,,,,,,,,,,,
f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure b),,"5176535c-ec20-4be0-beda-de0dccea3b39,14f3a0ec-a14d-4e10-91be-6a41a834b90a,0a9c5267-617a-409b-af84-57eb8dcc6585,d74ca03c-6a85-41cd-ac1c-a3aa556fe64c",,,,,,Quantitative,"Disclose Scope 1, Scope 2, and, if appropriate, Scope 3 greenhouse gas (GHG) emissions, and the related risks.","Organizations should provide their Scope 1 and Scope 2 GHG emissions independent of a materiality assessment, and, if appropriate, Scope 3 GHG emissions and the related risks. All organizations should consider disclosing Scope 3 GHG emissions. GHG emissions should be calculated in line with the GHG Protocol methodology to allow for aggregation and comparability across organizations and jurisdictions. As appropriate, organizations should consider providing related, generally accepted industry-specific GHG efficiency ratios. GHG emissions and associated metrics should be provided for historical periods to allow for trend analysis. In addition, where not apparent, organizations should provide a description of the methodologies used to calculate or estimate the metrics.",,,,,,,,,,,,,,,,,,,
3fb5367b-82c6-4380-b09b-a97201493797,Transition,,,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,5176535c-ec20-4be0-beda-de0dccea3b39,,,,,,,,,,,,,,,,,,,,,,,,,,,
