ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,Title,Guidance,Comments,Connected to other Frameworks,Footnotes,KPI,Unit of Measure,Example,Rationale,Alignment with Other Reporting Frameworks,EU Policy Reference
1f6e1274-60e3-44eb-b33d-9f50728c44f7,Attribute,f44d4ab3-359c-44ed-adae-8449c3d80295,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should describe how they consider the positioning of their total portfolio with respect to the transition to a low-carbon energy supply, production, and use. This could include explaining how asset owners actively manage their portfolios’ positioning in relation to this transition.",,,,,,,,,
21881087-3bd0-4e64-8506-9983b98424fb,Attribute,f44d4ab3-359c-44ed-adae-8449c3d80295,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,Asset managers should describe how they manage material climate-related risks for each product or investment strategy.,,,,,,,,,
d9ddea06-96b2-4efb-b2d5-899230c5ee10,Attribute,8941c8a9-38f4-4bb6-a867-efd3623629c3,Recommended Disclosure c),,bccdc9c6-7643-47eb-ba12-1e9c0ccdeab4,,,,,,Qualitative,"Describe how processes for identifying, assessing, and managing climate-related risks are integrated into the organization’s overall risk management.","Organizations should describe how their processes for identifying, assessing, and managing climate-related risks are integrated into their overall risk management.",,,,,,,,,
0a5dd327-ab6c-4850-b8c5-9abc98442694,Transition,,,d9ddea06-96b2-4efb-b2d5-899230c5ee10,bccdc9c6-7643-47eb-ba12-1e9c0ccdeab4,,,,,,,,,,,,,,,,,
af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Object,359560f8-36dd-4174-a248-c86d428a532f,Metrics and Targets,,,,,,,,,,,,,,,,,,,
7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure a),,,,,,,,Qualitative,Disclose the metrics used by the organization to assess climate-related risks and opportunities in line with its strategy and risk management process.,"Organizations should provide the key metrics used to measure and manage climate-related risks and opportunities, as described in Tables A1.1 and A1.2 (pp. 75–76), as well as metrics consistent with the cross-industry, climate-related metric categories described in Table A2.1 (p. 79). Organizations should consider including metrics on climate-related risks associated with water, energy, land use, and waste management where relevant and applicable. Where climate-related issues are material, organizations should consider describing whether and how related performance metrics are incorporated into remuneration policies. Where relevant, organizations should provide their internal carbon prices as well as climate-related opportunity metrics such as revenue from products and services designed for a low-carbon economy. Metrics should be provided for historical periods to allow for trend analysis. Where appropriate, organizations should consider providing forward-looking metrics for the cross-industry, climate-related metric categories described in Table A2.1 (p. 79), consistent with their business or strategic planning time horizons. In addition, where not apparent, organizations should provide a description of the methodologies used to calculate or estimate climate-related metrics.",,,,,,,,,
b2114f9e-43a0-4411-bc5d-f084c71d0a54,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Banks,,,,,,,,Qualitative,Supplemental Guidance for Banks,"Banks should provide the metrics used to assess the impact of (transition and physical) climate-related risks on their lending and other financial intermediary business activities in the short, medium, and long term. Metrics provided may relate to credit exposure, equity and debt holdings, or trading positions, broken down by: ‒ Industry ‒ Geography ‒ Credit quality (e.g., investment grade or non-investment grade, internal rating system) ‒ Average tenor. Banks should also provide the amount and percentage of carbon-related assets relative to total assets as well as the amount of lending and other financing connected with climate-related opportunities. Banks should describe the extent to which their lending and other financial intermediary business activities, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Banks should also indicate which financial intermediary business activities (e.g., loans to specific sectors or industries) are included.",,,,,,,,,
642e9811-2685-470c-adbc-c1909777f5e8,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Insurance Companies,,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,"Insurance companies should provide aggregated risk exposure to weather-related catastrophes of their property business (i.e., annual aggregated expected losses from weather-related catastrophes) by relevant jurisdiction. Insurance companies should describe the extent to which their insurance underwriting activities, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Insurance companies should also indicate which insurance underwriting activities (e.g., lines of business) are included.",,,,,,,,,
8a65c790-bff9-497f-9d1d-da6096b24f98,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should describe metrics used to assess climate-related risks and opportunities in each fund or investment strategy. Where relevant, asset owners should also describe how these metrics have changed over time. Where appropriate, asset owners should provide metrics considered in investment decisions and monitoring. Asset owners should describe the extent to which assets they own and their funds and investment strategies, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Asset owners should also indicate which asset classes are included.",,,,,,,,,
7298b7ce-65dc-4018-b24b-ed544fe0bd78,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,"Asset managers should describe metrics used to assess climate-related risks and opportunities in each product or investment strategy. Where relevant, asset managers should also describe how these metrics have changed over time.Where appropriate, asset managers should provide metrics considered in investment decisions and monitoring. Asset managers should describe the extent to which their assets under management and products and investment strategies, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Asset managers should also indicate which asset classes are included.",,,,,,,,,
f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure b),,5176535c-ec20-4be0-beda-de0dccea3b39,,,,,,Quantitative,"Disclose Scope 1, Scope 2, and, if appropriate, Scope 3 greenhouse gas (GHG) emissions, and the related risks.","Organizations should provide their Scope 1 and Scope 2 GHG emissions independent of a materiality assessment, and, if appropriate, Scope 3 GHG emissions and the related risks. All organizations should consider disclosing Scope 3 GHG emissions. GHG emissions should be calculated in line with the GHG Protocol methodology to allow for aggregation and comparability across organizations and jurisdictions. As appropriate, organizations should consider providing related, generally accepted industry-specific GHG efficiency ratios. GHG emissions and associated metrics should be provided for historical periods to allow for trend analysis. In addition, where not apparent, organizations should provide a description of the methodologies used to calculate or estimate the metrics.",,,,,,,,,
9823716d-5b0d-462c-ae30-65910c1d3257,Transition,,,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,5176535c-ec20-4be0-beda-de0dccea3b39,,,,,,,,,,,,,,,,,
47dc7e32-f9e6-4be4-a11a-4b89335a9874,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Banks,,,,,,,,Quantitative,Supplemental Guidance for Banks,"Banks should disclose GHG emissions for their lending and other financial intermediary business activities where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50).",,,,,,,,,
683cc4d8-254c-40dd-bd96-bae40c9cad1d,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Insurance Companies,,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,Insurance companies should disclose weighted average carbon intensity or GHG emissions associated with commercial property and specialty lines of business where data and methodologies allow.,,,,,,,,,
f76fbf91-dbd9-4107-a0e4-3751630cab9a,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should disclose GHG emissions for assets they own and the weighted average carbon intensity (WACI) for each fund or investment strategy, where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50). In addition to WACI, asset owners should consider providing other carbon footprinting metrics they believe are useful for decision-making. See Table 3 (p. 52) for additional common carbon footprinting and exposure metrics.",,,,,,,,,
e71f2268-1f61-4105-81b1-81e59b3b53f0,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,"Asset managers should disclose GHG emissions for their assets under management and the weighted average carbon intensity (WACI) for each product or investment strategy, where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50). In addition to WACI, asset managers should consider providing other carbon footprinting metrics they believe are useful for decision-making. See Table 3 (p. 52) for additional carbon footprinting and exposure metrics.",,,,,,,,,
3efba958-3338-40e3-9b82-0abc27ae9258,Attribute,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure c),,d46c8e5c-90d0-4cf5-bc38-0d1efc9ed81c,,,,,,Qualitative,Describe the targets used by the organization to manage climate-related risks and opportunities and performance against targets.,"Organizations should describe their key climate-related targets such as those related to GHG emissions, water usage, energy usage, etc., consistent with the cross-industry, climate-related metric categories in Table A2.1 (p. 79), where relevant, and in line with anticipated regulatory requirements or market constraints or other goals. Other goals may include efficiency or financial goals, financial loss tolerances, avoided GHG emissions through the entire product life cycle, or net revenue goals for products and services designed for a low-carbon economy. In describing their targets, organizations should consider including the following: ‒ whether the target is absolute or intensity based; ‒ time frames over which the target applies; ‒ base year from which progress is measured; and ‒ key performance indicators used to assess progress against targets. Organizations disclosing medium-term or long-term targets should also disclose associated interim targets in aggregate or by business line, where available. Where not apparent, organizations should provide a description of the methodologies used to calculate targets and measures.",,,,,,,,,
0895f283-131f-442b-8687-6f0b1a339230,Transition,,,3efba958-3338-40e3-9b82-0abc27ae9258,d46c8e5c-90d0-4cf5-bc38-0d1efc9ed81c,,,,,,,,,,,,,,,,,
d2bed87b-cf65-476c-811c-1d6f5512b825,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,"Cross-Industry, Climate-Related Metric Categories",,,,,,,,,,,,,,,,,,,
60192097-e102-4a52-9ea4-fc36fdee110a,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,GHG Emissions,,,,,,,,Quantitative,GHG Emissions,"Absolute Scope 1, Scope 2, and Scope 3; emissions intensity",,,,,,,,,
49235240-6476-4864-88a4-ea420ac89f65,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Transition Risks,,,,,,,,Quantitative,Transition Risks,Amount and extent of assets or business activities vulnerable to transition risks,,,,,,,,,
2e2d7146-94ec-44f1-832f-83f10df3825a,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Physical Risks,,,,,,,,Quantitative,Physical Risks,Amount and extent of assets or business activities vulnerable to physical risks,,,,,,,,,
13567538-4f8b-4059-9b0d-722dd4dff071,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Climate-Related Opportunities,,,,,,,,Quantitative,Climate-Related Opportunities,"Proportion of revenue, assets, or other business activities aligned with climate-related opportunities",,,,,,,,,
33ce1e8d-67c9-44d4-8d58-3abfecdf6605,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Capital Deployment,,,,,,,,Quantitative,Capital Deployment,"Amount of capital expenditure, financing, or investment deployed toward climate-related risks and opportunities",,,,,,,,,
070e24dc-8b5d-4c3a-9f92-d96f1a3a4f25,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Internal Carbon Prices,,,,,,,,Quantitative,Internal Carbon Prices,Price on each ton of GHG emissions used internally by an organization,,,,,,,,,
69678c1d-f8cf-4b1a-b6cd-740ccf113db2,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Remuneration,,,,,,,,Quantitative,Remuneration,Proportion of executive management remuneration linked to climate considerations,,,,,,,,,
422b7c9b-40f9-4ece-ba15-6871f7dcb28d,Layer,,NFRD,,,,,,,,,,,,,,,,,,,
fd3c5bfe-57e6-43b9-9b98-ae834ea6571c,Object,422b7c9b-40f9-4ece-ba15-6871f7dcb28d,3.1.   Business Model,,,,,,,,,,,,,,,,,,,
37a9a2c1-6e70-4f17-9732-7627e496a3e7,Group,fd3c5bfe-57e6-43b9-9b98-ae834ea6571c,Disclosure on Business Model,,,,,,,,,,,,,,,,,,,
98482713-1463-4a96-89f1-eae2e7249c33,Attribute,37a9a2c1-6e70-4f17-9732-7627e496a3e7,1,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,"Describe the impact of climate-related risks and opportunities on the company's business model, strategy and financial planning.",TCFD recommendation Strategy b,,,,,,,
18083dea-e3ba-4993-a373-f782db612704,Attribute,37a9a2c1-6e70-4f17-9732-7627e496a3e7,2,,,,,,,,,,,"Describe the ways in which the company’s business model can impact the climate, both positively and negatively.",,,,,,,,
d58afec3-de79-4878-969a-7a395c2c759d,Attribute,37a9a2c1-6e70-4f17-9732-7627e496a3e7,3,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,"Describe the resilience of the company’s business model and strategy, taking into consideration different climate-related scenarios over different time horizons, including at least a 2 °C or lower scenario and a greater than 2 °C scenario (20).",TCFD recommendation Strategy c,"(20)  Companies are encouraged to consider a 1,5 °C scenario, in light of the conclusions of the IPCC 2018 Special Report. For further information on how to conduct a scenario analysis to assess the strategic resilience of a company, see TCFD’s Technical Supplement “The Use of Scenario Analysis in Disclosure of Climate-related Risks and Opportunities”",,,,,,
88c25cbc-3be9-4017-8f91-04da93b70cda,Group,fd3c5bfe-57e6-43b9-9b98-ae834ea6571c,Further Guidance,,,,,,,,,,,,,,,,,,,
eb914bfb-00e5-48c9-8408-28061eb19a0e,Attribute,88c25cbc-3be9-4017-8f91-04da93b70cda,1,,,,,,,,,,,Describe any changes in the company’s business model and strategy to address transition and physical risks and to take advantage of climate-related business opportunities.,,,,,,,,
2796fea7-801e-4225-bea5-3b8a0570e84c,Attribute,88c25cbc-3be9-4017-8f91-04da93b70cda,2,,,,,,,,,,,"Describe the company’s dependencies on natural capitals, such as water, land, ecosystems or biodiversity that are at risk because of climate change.",,,,,,,,
81165c6f-7d37-40e7-8b21-28289fee013a,Attribute,88c25cbc-3be9-4017-8f91-04da93b70cda,3,,,,,,,,,,,Describe how any changes in the company’s business model and strategy to address climate change mitigation and/or adaptation will change the company’s human capital needs.,,,,,,,,
df79d7c2-f1ee-4df2-834c-ba8e02d06fc4,Attribute,88c25cbc-3be9-4017-8f91-04da93b70cda,4,,,,,,,,,,,"Describe opportunities related to resource efficiency and cost savings, the adoption of low-emission energy sources, the development of new products and services, access to new markets, and building resilience along the value chain.",,,,,,,,
702f17cf-ea76-4af9-bed1-3f3cf4a939e8,Attribute,88c25cbc-3be9-4017-8f91-04da93b70cda,5,,,,,,,,,,,Disclose how the company has selected scenarios.,,,,,,,,
0c32c253-37c1-41c6-b826-3da45425f820,Attribute,88c25cbc-3be9-4017-8f91-04da93b70cda,6,,,,,,,,,,,"Describe how the company’s activities contribute to climate change via GHG emissions, including from deforestation, forest degradation or land-use change.",,,,,,,,
c45b85e8-b7e2-4090-b5b3-a427d1aaa89e,Object,422b7c9b-40f9-4ece-ba15-6871f7dcb28d,3.2.   Policies and Due Diligence Processes,,,,,,,,,,,,,,,,,,,
