ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Comments/Description,Category
15c4c495-b466-46a2-a734-ebf8499b2a02,Attribute,74cb81a2-5058-4527-bbe8-37fe94a051cd,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
1bb6e805-e763-4f80-8375-dc62f63d6c52,Group,6b81cddb-a109-4186-9d9e-ed0ebe0eed73,2. Carbon footprint,,,,,,,,Adverse sustainability indicator,Greenhouse gas emissions
f6ed9754-8a53-48d0-812b-33ad1898e085,Group,1bb6e805-e763-4f80-8375-dc62f63d6c52,Carbon footprint,,,,,,,,Metric,Greenhouse gas emissions
0e202b03-3120-4cdd-9f5e-fd23eb0f35e0,Attribute,f6ed9754-8a53-48d0-812b-33ad1898e085,Impact [year n],,,,,,,,,
d8ad9164-0b57-4c5b-a48d-a8d781d246b6,Attribute,f6ed9754-8a53-48d0-812b-33ad1898e085,Impact [year n-1],,,,,,,,,
1edea4f6-051f-4ac6-a6a9-edf9af19693d,Attribute,f6ed9754-8a53-48d0-812b-33ad1898e085,Explanation,,,,,,,,,
54d42d31-c600-4f17-9fe6-8b8c3c43c2ce,Attribute,f6ed9754-8a53-48d0-812b-33ad1898e085,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
12b8aa5d-b596-4191-8677-1c578f168c45,Group,6b81cddb-a109-4186-9d9e-ed0ebe0eed73,3. GHG intensity of investee companies,,,,,,,,Adverse sustainability indicator,Greenhouse gas emissions
2b203a23-f8c2-4ab2-9c75-cc75e8544c81,Group,12b8aa5d-b596-4191-8677-1c578f168c45,GHG intensity of investee companies,,,,,,,,Metric,Greenhouse gas emissions
5aac1ce5-9f23-44f8-b745-b43f131c8d8d,Attribute,2b203a23-f8c2-4ab2-9c75-cc75e8544c81,Impact [year n],,,,,,,,,
3dd9fc38-ace5-404e-8e76-bf8033c732e5,Attribute,2b203a23-f8c2-4ab2-9c75-cc75e8544c81,Impact [year n-1],,,,,,,,,
e0fd7ba0-993a-4058-8372-2b8e40c5caf9,Attribute,2b203a23-f8c2-4ab2-9c75-cc75e8544c81,Explanation,,,,,,,,,
26b9d9be-e211-4e65-becb-e6fda1ce78cd,Attribute,2b203a23-f8c2-4ab2-9c75-cc75e8544c81,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
74286cc0-3a0f-44a9-9425-acd6fda51a95,Group,6b81cddb-a109-4186-9d9e-ed0ebe0eed73,4. Exposure to companies active in the fossil fuel sector,,,,,,,,Adverse sustainability indicator,Greenhouse gas emissions
40791419-2d1f-4154-b9a5-5f4078494b7a,Group,74286cc0-3a0f-44a9-9425-acd6fda51a95,Share of investments in companies active in the fossil fuel sector,,,,,,,,Metric,Greenhouse gas emissions
4a4f2473-a8f1-44f1-ac24-6106e1d7c89f,Attribute,40791419-2d1f-4154-b9a5-5f4078494b7a,Impact [year n],,,,,,,,,
0933567c-18c4-42d4-a609-8e6698fd49f6,Attribute,40791419-2d1f-4154-b9a5-5f4078494b7a,Impact [year n-1],,,,,,,,,
fd67ad4b-d3c6-499d-9a3f-5353b1af1440,Attribute,40791419-2d1f-4154-b9a5-5f4078494b7a,Explanation,,,,,,,,,
6731b27b-48cd-472c-bfc1-4c5ce684f54b,Attribute,40791419-2d1f-4154-b9a5-5f4078494b7a,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
61122c05-8c04-455d-9828-ba2d5442ef3d,Group,6b81cddb-a109-4186-9d9e-ed0ebe0eed73,5. Share of non-renewable energy consumption and production,,,,,,,,Adverse sustainability indicator,Greenhouse gas emissions
0fe083cb-cadd-4b4c-9730-956051e59699,Group,61122c05-8c04-455d-9828-ba2d5442ef3d,"Share of non-renewable energy consumption and non-renewable energy production of investee companies from non-renewable energy sources compared to renewable energy sources, expressed as a percentage of total energy sources",,,,,,,,Metric,Greenhouse gas emissions
7de80be8-6cc9-4514-bfb3-c755138b4d87,Attribute,0fe083cb-cadd-4b4c-9730-956051e59699,Impact [year n],,,,,,,,,
1134b550-3f74-4a8e-94a3-35e012675e97,Attribute,0fe083cb-cadd-4b4c-9730-956051e59699,Impact [year n-1],,,,,,,,,
abd4c4c0-7448-4df6-885e-6bcf0a523797,Attribute,0fe083cb-cadd-4b4c-9730-956051e59699,Explanation,,,,,,,,,
f79f3e48-011d-4b4f-a6c5-86b37afa2965,Attribute,0fe083cb-cadd-4b4c-9730-956051e59699,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
9c6d9877-a4a9-4e25-9fec-5229a392d79b,Group,6b81cddb-a109-4186-9d9e-ed0ebe0eed73,6. Energy consumption intensity per high impact climate sector,,,,,,,,Adverse sustainability indicator,Greenhouse gas emissions
c1921d51-e597-47b2-9ee0-9763b3f7b567,Group,9c6d9877-a4a9-4e25-9fec-5229a392d79b,"Energy consumption in GWh per million EUR of revenue of investee companies, per high impact climate sector",,,,,,,,Metric,Greenhouse gas emissions
4febeeb4-9d6c-4a11-a4c9-6ea06410ee1d,Attribute,c1921d51-e597-47b2-9ee0-9763b3f7b567,Impact [year n],,,,,,,,,
b2a7d102-4042-4a87-80f2-2d0fefce0606,Attribute,c1921d51-e597-47b2-9ee0-9763b3f7b567,Impact [year n-1],,,,,,,,,
087cb29d-b5f3-491c-b959-c8116ee92e27,Attribute,c1921d51-e597-47b2-9ee0-9763b3f7b567,Explanation,,,,,,,,,
75c28ba6-a9bf-44e4-bd71-123147bc9cc9,Attribute,c1921d51-e597-47b2-9ee0-9763b3f7b567,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
09225e40-46f2-46ff-83f5-a63f8cf93e20,Group,6b81cddb-a109-4186-9d9e-ed0ebe0eed73,7. Activities negatively affecting biodiversity-sensitive areas,,,,,,,,Adverse sustainability indicator,Biodiversity
5e0d5aa2-1e51-4c82-aa50-4ff411ffe6c0,Group,09225e40-46f2-46ff-83f5-a63f8cf93e20,Share of investments in investee companies with sites/operations located in or near to biodiversity-sensitive areas where activities of those investee companies negatively affect those areas,,,,,,,,Metric,Biodiversity
3f175971-4df7-44b1-9cc8-9dc1a3368501,Attribute,5e0d5aa2-1e51-4c82-aa50-4ff411ffe6c0,Impact [year n],,,,,,,,,
983e77ca-3c77-4c96-a9d8-b6631fa9ee11,Attribute,5e0d5aa2-1e51-4c82-aa50-4ff411ffe6c0,Impact [year n-1],,,,,,,,,
7f57846b-d120-4096-becd-757613b9c02e,Attribute,5e0d5aa2-1e51-4c82-aa50-4ff411ffe6c0,Explanation,,,,,,,,,
1c3f5bbd-ea1c-4943-9e70-09ca33552465,Attribute,5e0d5aa2-1e51-4c82-aa50-4ff411ffe6c0,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
c8888391-d659-4a05-bdfd-64d77b00bf7d,Group,6b81cddb-a109-4186-9d9e-ed0ebe0eed73,8. Emissions to water,,,,,,,,Adverse sustainability indicator,Water
a06f0676-844d-4a76-95c9-42d2df802187,Group,c8888391-d659-4a05-bdfd-64d77b00bf7d,"Tonnes of emissions to water generated by investee companies per million EUR invested, expressed as a weighted average",,,,,,,,Metric,Water
265d6f32-e495-4d57-b721-f12b491229f9,Attribute,a06f0676-844d-4a76-95c9-42d2df802187,Impact [year n],,,,,,,,,
a687728b-3196-4f66-a065-94f047377bac,Attribute,a06f0676-844d-4a76-95c9-42d2df802187,Impact [year n-1],,,,,,,,,
39f414fc-da2e-4511-892d-5a87fbb2385b,Attribute,a06f0676-844d-4a76-95c9-42d2df802187,Explanation,,,,,,,,,
9e1405f2-94d0-4d49-a0c7-f81ef0cbd0bb,Attribute,a06f0676-844d-4a76-95c9-42d2df802187,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
f54d1543-749f-450f-8de0-707e6623ee37,Group,6b81cddb-a109-4186-9d9e-ed0ebe0eed73,9. Hazardous waste and radioactive waste ratio,,,,,,,,Adverse sustainability indicator,Waste
c0e88650-6e4b-4ca2-8182-5c7c78c8646d,Group,f54d1543-749f-450f-8de0-707e6623ee37,"Tonnes of hazardous waste and radioactive waste generated by investee companies per million EUR invested, expressed as a weighted average",,,,,,,,Metric,Waste
bf0657b9-4989-4eb8-b6e6-06614881da1e,Attribute,c0e88650-6e4b-4ca2-8182-5c7c78c8646d,Impact [year n],,,,,,,,,
cf03ca24-4d9c-497e-9421-dc375878f608,Attribute,c0e88650-6e4b-4ca2-8182-5c7c78c8646d,Impact [year n-1],,,,,,,,,
6f0cb656-a5da-4598-9fea-7ba281b7eabf,Attribute,c0e88650-6e4b-4ca2-8182-5c7c78c8646d,Explanation,,,,,,,,,
9491a584-0772-400e-a70d-8d1ccfde65cd,Attribute,c0e88650-6e4b-4ca2-8182-5c7c78c8646d,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
152cb883-42ad-40ef-bc70-a6d5fe7f9730,Group,36f1cf76-49a5-4468-82a9-51d13e3007ae,"Indicators for social and employee, respect for human rights, anti-corruption and anti-bribery matters",,,,,,,,,
703d9765-5b2d-45fd-b40d-42aea14699ed,Group,152cb883-42ad-40ef-bc70-a6d5fe7f9730,10. Violations of UN Global Compact principles and Organisation for Economic Cooperation and Development (OECD) Guidelines for Multinational Enterprises,,,,,,,,Adverse sustainability indicator,Social and employee matters
b1a0bf90-bd3d-46a2-8ea7-0f9f33cd6442,Group,703d9765-5b2d-45fd-b40d-42aea14699ed,Share of investments in investee companies that have been involved in violations of the UNGC principles or OECD Guidelines for Multinational Enterprises,,,,,,,,Metric,Social and employee matters
69ef2ad5-b603-4fcf-b502-0fd05ab501fb,Attribute,b1a0bf90-bd3d-46a2-8ea7-0f9f33cd6442,Impact [year n],,,,,,,,,
44cdad93-f444-4344-91bd-08740da09a67,Attribute,b1a0bf90-bd3d-46a2-8ea7-0f9f33cd6442,Impact [year n-1],,,,,,,,,
24d570e4-1e9b-4a88-a70d-07e1118aaffa,Attribute,b1a0bf90-bd3d-46a2-8ea7-0f9f33cd6442,Explanation,,,,,,,,,
2122f414-b828-4628-87f9-5b915689f387,Attribute,b1a0bf90-bd3d-46a2-8ea7-0f9f33cd6442,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
85b4895b-1a1e-4a73-865f-d65fb182a9f3,Group,152cb883-42ad-40ef-bc70-a6d5fe7f9730,11. Lack of processes and compliance mechanisms to monitor compliance with UN Global Compact principles and OECD Guidelines for Multinational Enterprises,,,,,,,,Adverse sustainability indicator,Social and employee matters
21328c92-449f-4c49-a7ed-23d2c6aecc8e,Group,85b4895b-1a1e-4a73-865f-d65fb182a9f3,Share of investments in investee companies without policies to monitor compliance with the UNGC principles or OECD Guidelines for Multinational Enterprises or grievance /complaints handling mechanisms to address violations of the UNGC principles or OECD Guidelines for Multinational Enterprises,,,,,,,,Metric,Social and employee matters
5331dcdb-bf87-44bb-9aef-642302bee7fa,Attribute,21328c92-449f-4c49-a7ed-23d2c6aecc8e,Impact [year n],,,,,,,,,
7ab9ca38-cdc6-4e91-9df0-4a254ec056fa,Attribute,21328c92-449f-4c49-a7ed-23d2c6aecc8e,Impact [year n-1],,,,,,,,,
5b452148-44e5-4812-a7a2-ef260cb62c0b,Attribute,21328c92-449f-4c49-a7ed-23d2c6aecc8e,Explanation,,,,,,,,,
3502df55-1b8b-4611-baaa-0080146349be,Attribute,21328c92-449f-4c49-a7ed-23d2c6aecc8e,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
29c9cefa-00c3-4507-88de-03c7c5ccaede,Group,152cb883-42ad-40ef-bc70-a6d5fe7f9730,12. Unadjusted gender pay gap,,,,,,,,Adverse sustainability indicator,Social and employee matters
61554801-f749-47ce-8bc9-4284a78bbed1,Group,29c9cefa-00c3-4507-88de-03c7c5ccaede,Average unadjusted gender pay gap of investee companies,,,,,,,,Metric,Social and employee matters
a43d58eb-86a3-41c1-9f94-c731788bb2bd,Attribute,61554801-f749-47ce-8bc9-4284a78bbed1,Impact [year n],,,,,,,,,
d1bbcecd-165e-4e54-84cb-cf2b41088720,Attribute,61554801-f749-47ce-8bc9-4284a78bbed1,Impact [year n-1],,,,,,,,,
0daea6e1-fc67-4d78-a42a-745cef340169,Attribute,61554801-f749-47ce-8bc9-4284a78bbed1,Explanation,,,,,,,,,
2200e658-971f-4135-827c-b1979880d001,Attribute,61554801-f749-47ce-8bc9-4284a78bbed1,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
6cf30cfd-e564-4be6-8411-8706687b7a06,Group,152cb883-42ad-40ef-bc70-a6d5fe7f9730,13. Board gender diversity,,,,,,,,Adverse sustainability indicator,Social and employee matters
8d133b18-2e96-4b17-8ca2-9f89babf1069,Group,6cf30cfd-e564-4be6-8411-8706687b7a06,"Average ratio of female to male board members in investee companies, expressed as a percentage of all board members",,,,,,,,Metric,Social and employee matters
c0cd5ade-de6b-4026-9081-44169a543e08,Attribute,8d133b18-2e96-4b17-8ca2-9f89babf1069,Impact [year n],,,,,,,,,
921d8831-42f3-4357-a25c-e5a108ab2aa9,Attribute,8d133b18-2e96-4b17-8ca2-9f89babf1069,Impact [year n-1],,,,,,,,,
019ab4d2-b8aa-496a-83e1-99f1767da579,Attribute,8d133b18-2e96-4b17-8ca2-9f89babf1069,Explanation,,,,,,,,,
059f9162-748e-4458-be64-f604a8f51fea,Attribute,8d133b18-2e96-4b17-8ca2-9f89babf1069,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
a4be9d17-be11-4062-a03f-60b6ef2a8e2c,Group,152cb883-42ad-40ef-bc70-a6d5fe7f9730,"14. Exposure to controversial weapons (anti-personnel mines, cluster munitions, chemical weapons and biological weapons)",,,,,,,,Adverse sustainability indicator,Social and employee matters
921ca6ae-f2ea-41b5-9229-526d64b1f06c,Group,a4be9d17-be11-4062-a03f-60b6ef2a8e2c,Share of investments in investee companies involved in the manufacture or selling of controversial weapons,,,,,,,,Metric,Social and employee matters
dc71a880-8696-45a5-8a94-e532d0b307ad,Attribute,921ca6ae-f2ea-41b5-9229-526d64b1f06c,Impact [year n],,,,,,,,,
b52f33df-8313-4d8c-82db-ee27b1876ab0,Attribute,921ca6ae-f2ea-41b5-9229-526d64b1f06c,Impact [year n-1],,,,,,,,,
aa747b9e-2f27-40c2-b942-72f3dc3d5c43,Attribute,921ca6ae-f2ea-41b5-9229-526d64b1f06c,Explanation,,,,,,,,,
a54e326f-1ad9-437a-a1bc-f32f681ac239,Attribute,921ca6ae-f2ea-41b5-9229-526d64b1f06c,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
debe3dd3-5864-4457-874b-c62acbbd4a84,Group,ea7101a9-b0ae-491c-aaca-6bb5f3df1f96,Indicators applicable to investments in sovereigns and supranationals,,,,,,,,,
dcebb540-f22f-47e8-a7be-d1800f9d6fc8,Group,debe3dd3-5864-4457-874b-c62acbbd4a84,15. GHG intensity,,,,,,,,Adverse sustainability indicator,Environmental
47084c1a-0c50-4246-9430-e3e2aca35776,Group,dcebb540-f22f-47e8-a7be-d1800f9d6fc8,GHG intensity of investee countries,,,,,,,,Metric,Environmental
a2b9dad8-355c-42e7-ae27-f3c4126339c0,Attribute,47084c1a-0c50-4246-9430-e3e2aca35776,Impact [year n],,,,,,,,,
b40b3bce-6fe7-4fee-addb-b516f2fb1a2f,Attribute,47084c1a-0c50-4246-9430-e3e2aca35776,Impact [year n-1],,,,,,,,,
e719f7b2-8a51-4d73-8e34-ad7a76ed0854,Attribute,47084c1a-0c50-4246-9430-e3e2aca35776,Explanation,,,,,,,,,
25f92e7a-3053-4534-b3eb-a65005a35a1a,Attribute,47084c1a-0c50-4246-9430-e3e2aca35776,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
ba195838-088e-457c-affd-359b8b8b0b42,Group,debe3dd3-5864-4457-874b-c62acbbd4a84,16. Investee countries subject to social violations,,,,,,,,Adverse sustainability indicator,Social
a0232b0a-45ca-4d81-8efc-fa273c0a3002,Group,ba195838-088e-457c-affd-359b8b8b0b42,"Number of investee countries subject to social violations (absolute number and relative number divided by all investee countries), as referred to in international treaties and conventions, United Nations principles and, where applicable, national law",,,,,,,,Metric,Social
dd47322b-e1a8-42e0-84bf-957af11c76a8,Attribute,a0232b0a-45ca-4d81-8efc-fa273c0a3002,Impact [year n],,,,,,,,,
2599ab61-a143-42a5-a0d2-881bc17eb969,Attribute,a0232b0a-45ca-4d81-8efc-fa273c0a3002,Impact [year n-1],,,,,,,,,
c9c0137b-e7e2-446f-b073-cc153fb227ed,Attribute,a0232b0a-45ca-4d81-8efc-fa273c0a3002,Explanation,,,,,,,,,
779bc05c-d557-4f2a-88da-bc64c50ed54d,Attribute,a0232b0a-45ca-4d81-8efc-fa273c0a3002,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
51e98e7c-ca8e-4ac1-abc8-28e0d779610d,Group,ea7101a9-b0ae-491c-aaca-6bb5f3df1f96,Indicators applicable to investments in real estate assets,,,,,,,,,
1f1c0f73-f1d7-4b7d-a7bf-70c7830d63c6,Group,51e98e7c-ca8e-4ac1-abc8-28e0d779610d,17. Exposure to fossil fuels through real estate assets,,,,,,,,Adverse sustainability indicator,Fossil fuels
e94622ce-b164-4e35-bc00-341d51bb5b21,Group,1f1c0f73-f1d7-4b7d-a7bf-70c7830d63c6,"Share of investments in real estate assets involved in the extraction, storage, transport or manufacture of fossil fuels",,,,,,,,Metric,Fossil fuels
308205ae-8fe0-428d-ba3e-5190ba83b179,Attribute,e94622ce-b164-4e35-bc00-341d51bb5b21,Impact [year n],,,,,,,,,
47c25848-5d71-4d95-b673-984276c5bed5,Attribute,e94622ce-b164-4e35-bc00-341d51bb5b21,Impact [year n-1],,,,,,,,,
091052d9-c6dc-4f56-9984-e3f984301805,Attribute,e94622ce-b164-4e35-bc00-341d51bb5b21,Explanation,,,,,,,,,
5b5a100f-0746-44ae-a6dd-d026d4832453,Attribute,e94622ce-b164-4e35-bc00-341d51bb5b21,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
69c430ad-99fe-4bf9-a67f-3939cedd3f32,Group,51e98e7c-ca8e-4ac1-abc8-28e0d779610d,18. Exposure to energy-inefficient real estate assets,,,,,,,,Adverse sustainability indicator,Energy efficiency
7645635d-0003-4a86-945c-3e29df9d23fd,Group,69c430ad-99fe-4bf9-a67f-3939cedd3f32,Share of investments in energy-inefficient real estate assets,,,,,,,,Metric,Energy efficiency
ccdef12e-a2c8-4493-a178-b58c0a666ffe,Attribute,7645635d-0003-4a86-945c-3e29df9d23fd,Impact [year n],,,,,,,,,
5a941f4d-b4a8-4e67-98c0-a95bc8ec8512,Attribute,7645635d-0003-4a86-945c-3e29df9d23fd,Impact [year n-1],,,,,,,,,
6388a8c4-d299-4552-8f61-2a96230638ef,Attribute,7645635d-0003-4a86-945c-3e29df9d23fd,Explanation,,,,,,,,,
81476d7b-c64b-4be4-bd76-ea8e0dfcc5a4,Attribute,7645635d-0003-4a86-945c-3e29df9d23fd,"Actions taken, and actions planned and targets set for the next reference period",,,,,,,,,
cae0d803-a0fe-4f6d-8846-56485761fa7d,Group,ea7101a9-b0ae-491c-aaca-6bb5f3df1f96,Other indicators for principal adverse impacts on sustainability factors,,,,,,,,,
4e69ad68-74a8-4e98-a009-3c11a1197762,Attribute,cae0d803-a0fe-4f6d-8846-56485761fa7d,"Article 6(1), point (a) [see Table 2]",,,,,,,,"[Information on the principal adverse impacts on sustainability factors referred to in Article 6(1), point (a) in the format in Table 2]",
22797225-3335-424f-ae02-7138fdcc02a6,Attribute,cae0d803-a0fe-4f6d-8846-56485761fa7d,"Article 6(1), point (b) [see Table 3]",,,,,,,,"[Information on the principal adverse impacts on sustainability factors referred to in Article 6(1), point (b), in the format in Table 3]",
9c3de011-6402-49cd-b04d-056aa9d64ff0,Attribute,cae0d803-a0fe-4f6d-8846-56485761fa7d,"Article 6(1), point (c) [see Table 2/3]",,,,,,,,"[Information on any other adverse impacts on sustainability factors used to identify and assess additional principal adverse impacts on a sustainability factor referred to in Article 6(1), point (c), in the format in Table 2 or Table 3]",
93550bed-3810-45bd-a144-4419a355ae0f,Attribute,5c8c7ce4-5f39-4db0-b91b-b8c01abd2d44,Description of policies to identify and prioritise principal adverse impacts on sustainability factors,,,,,,,,[Information referred to in Article 7],
e147ee2d-f7e4-46e4-8a9b-0b1a74ab01c6,Attribute,5c8c7ce4-5f39-4db0-b91b-b8c01abd2d44,Engagement policies,,,,,,,,[Information referred to in Article 8],
95df2e34-9014-40e3-aeca-f4320ffa3cc3,Attribute,5c8c7ce4-5f39-4db0-b91b-b8c01abd2d44,References to international standards,,,,,,,,[Information referred to in Article 9],
ef0ca8de-6d32-4d9a-8d21-f935e1aa8390,Attribute,5c8c7ce4-5f39-4db0-b91b-b8c01abd2d44,Historical comparison,,,,,,,,[Information referred to in Article 10],
15380304-93e1-43be-99cc-541d2162162c,Object,67cf9d57-f213-495a-9c2d-687edd9230dc,Table 2: Additional climate and other environment-related indicators,,,,,,,,,
fdb9a0fb-9c58-4193-835f-3f877f4b5a23,Group,15380304-93e1-43be-99cc-541d2162162c,Indicators applicable to investments in investee companies,,,,,,,,,
85a7a3ef-dc0c-4b85-b279-17c3b439a4f2,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,1. Emissions of inorganic pollutants,,,,,,,,Adverse sustainability indicator,Emissions
8b190941-9b5b-46f6-9dd2-19acd49b7d20,Attribute,85a7a3ef-dc0c-4b85-b279-17c3b439a4f2,"Tonnes of inorganic pollutants equivalent per million EUR invested, expressed as a weighted average",,,,,,,,Metric,Emissions
4bd2f6b4-2dcf-4c53-846c-725a50aed903,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,2. Emissions of air pollutants,,,,,,,,Adverse sustainability indicator,Emissions
9a8eebc5-60b1-4983-8452-654aae1ff442,Attribute,4bd2f6b4-2dcf-4c53-846c-725a50aed903,"Tonnes of air pollutants equivalent per million EUR invested, expressed as a weighted average",,,,,,,,Metric,Emissions
12903fff-ce3c-492b-9d6d-9f3e7364bd7c,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,3. Emissions of ozone-depleting substances,,,,,,,,Adverse sustainability indicator,Emissions
fddb341f-1973-47ca-b632-ae7ca87834a7,Attribute,12903fff-ce3c-492b-9d6d-9f3e7364bd7c,"Tonnes of ozone-depleting substances equivalent per million EUR invested, expressed as a weighted average",,,,,,,,Metric,Emissions
ec45b2c1-1af5-4d4d-ab2d-125ea77438ad,Group,fdb9a0fb-9c58-4193-835f-3f877f4b5a23,4. Investments in companies without carbon emission reduction initiatives,,,,,,,,Adverse sustainability indicator,Emissions
