ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Quant_Qual,Title,Guidance,Description,Full_Partial_Match
d9ddea06-96b2-4efb-b2d5-899230c5ee10,Attribute,8941c8a9-38f4-4bb6-a867-efd3623629c3,Recommended Disclosure c),"6d03657e-dd41-40e0-9e03-6e063d3c24fc,af975d0a-79cc-4359-8c94-71d08bccea0b",,,,,,,Qualitative,"Describe how processes for identifying, assessing, and managing climate-related risks are integrated into the organization’s overall risk management.","Organizations should describe how their processes for identifying, assessing, and managing climate-related risks are integrated into their overall risk management.",,
af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Object,359560f8-36dd-4174-a248-c86d428a532f,Metrics and Targets,,,,,,,,,,,,
7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure a),"a1787fb4-b36a-4e94-9368-739bb81e95ce,13a2ab87-74fe-4d86-8eaf-5392469da901",,,,,,,Qualitative,Disclose the metrics used by the organization to assess climate-related risks and opportunities in line with its strategy and risk management process.,"Organizations should provide the key metrics used to measure and manage climate-related risks and opportunities, as described in Tables A1.1 and A1.2 (pp. 75–76), as well as metrics consistent with the cross-industry, climate-related metric categories described in Table A2.1 (p. 79). Organizations should consider including metrics on climate-related risks associated with water, energy, land use, and waste management where relevant and applicable. Where climate-related issues are material, organizations should consider describing whether and how related performance metrics are incorporated into remuneration policies. Where relevant, organizations should provide their internal carbon prices as well as climate-related opportunity metrics such as revenue from products and services designed for a low-carbon economy. Metrics should be provided for historical periods to allow for trend analysis. Where appropriate, organizations should consider providing forward-looking metrics for the cross-industry, climate-related metric categories described in Table A2.1 (p. 79), consistent with their business or strategic planning time horizons. In addition, where not apparent, organizations should provide a description of the methodologies used to calculate or estimate climate-related metrics.",,
b2114f9e-43a0-4411-bc5d-f084c71d0a54,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Banks,"5e2f3343-092a-4491-94fd-cd19f791892e,f6838879-5eda-4695-af67-ca7bbfb64941,c95f1d3c-c379-4c7f-b29e-d3614740f209,423bf429-ec76-4cd7-8981-b454ac27d43e",,,,,,,Qualitative,Supplemental Guidance for Banks,"Banks should provide the metrics used to assess the impact of (transition and physical) climate-related risks on their lending and other financial intermediary business activities in the short, medium, and long term. Metrics provided may relate to credit exposure, equity and debt holdings, or trading positions, broken down by: ‒ Industry ‒ Geography ‒ Credit quality (e.g., investment grade or non-investment grade, internal rating system) ‒ Average tenor. Banks should also provide the amount and percentage of carbon-related assets relative to total assets as well as the amount of lending and other financing connected with climate-related opportunities. Banks should describe the extent to which their lending and other financial intermediary business activities, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Banks should also indicate which financial intermediary business activities (e.g., loans to specific sectors or industries) are included.",,
642e9811-2685-470c-adbc-c1909777f5e8,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Insurance Companies,,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,"Insurance companies should provide aggregated risk exposure to weather-related catastrophes of their property business (i.e., annual aggregated expected losses from weather-related catastrophes) by relevant jurisdiction. Insurance companies should describe the extent to which their insurance underwriting activities, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Insurance companies should also indicate which insurance underwriting activities (e.g., lines of business) are included.",,
8a65c790-bff9-497f-9d1d-da6096b24f98,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should describe metrics used to assess climate-related risks and opportunities in each fund or investment strategy. Where relevant, asset owners should also describe how these metrics have changed over time. Where appropriate, asset owners should provide metrics considered in investment decisions and monitoring. Asset owners should describe the extent to which assets they own and their funds and investment strategies, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Asset owners should also indicate which asset classes are included.",,
7298b7ce-65dc-4018-b24b-ed544fe0bd78,Attribute,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,"Asset managers should describe metrics used to assess climate-related risks and opportunities in each product or investment strategy. Where relevant, asset managers should also describe how these metrics have changed over time.Where appropriate, asset managers should provide metrics considered in investment decisions and monitoring. Asset managers should describe the extent to which their assets under management and products and investment strategies, where relevant, are aligned with a well below 2°C scenario, using whichever approach or metrics best suit their organizational context or capabilities. Asset managers should also indicate which asset classes are included.",,
f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure b),,,,,,,,Quantitative,"Disclose Scope 1, Scope 2, and, if appropriate, Scope 3 greenhouse gas (GHG) emissions, and the related risks.","Organizations should provide their Scope 1 and Scope 2 GHG emissions independent of a materiality assessment, and, if appropriate, Scope 3 GHG emissions and the related risks. All organizations should consider disclosing Scope 3 GHG emissions. GHG emissions should be calculated in line with the GHG Protocol methodology to allow for aggregation and comparability across organizations and jurisdictions. As appropriate, organizations should consider providing related, generally accepted industry-specific GHG efficiency ratios. GHG emissions and associated metrics should be provided for historical periods to allow for trend analysis. In addition, where not apparent, organizations should provide a description of the methodologies used to calculate or estimate the metrics.",,
47dc7e32-f9e6-4be4-a11a-4b89335a9874,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Banks,5e2f3343-092a-4491-94fd-cd19f791892e,,,,,,,Quantitative,Supplemental Guidance for Banks,"Banks should disclose GHG emissions for their lending and other financial intermediary business activities where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50).",,
683cc4d8-254c-40dd-bd96-bae40c9cad1d,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Insurance Companies,,,,,,,,Qualitative,Supplemental Guidance for Insurance Companies,Insurance companies should disclose weighted average carbon intensity or GHG emissions associated with commercial property and specialty lines of business where data and methodologies allow.,,
f76fbf91-dbd9-4107-a0e4-3751630cab9a,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Asset Owners,,,,,,,,Qualitative,Supplemental Guidance for Asset Owners,"Asset owners should disclose GHG emissions for assets they own and the weighted average carbon intensity (WACI) for each fund or investment strategy, where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50). In addition to WACI, asset owners should consider providing other carbon footprinting metrics they believe are useful for decision-making. See Table 3 (p. 52) for additional common carbon footprinting and exposure metrics.",,
e71f2268-1f61-4105-81b1-81e59b3b53f0,Attribute,f7f8de29-2fbf-45a6-b2ef-873ffaec806f,Supplemental Guidance for Asset Managers,,,,,,,,Qualitative,Supplemental Guidance for Asset Managers,"Asset managers should disclose GHG emissions for their assets under management and the weighted average carbon intensity (WACI) for each product or investment strategy, where data and methodologies allow. These emissions should be calculated in line with the Global GHG Accounting and Reporting Standard for the Financial Industry developed by the Partnership for Carbon Accounting Financials (PCAF Standard) or a comparable methodology (See Table 2, p. 50). In addition to WACI, asset managers should consider providing other carbon footprinting metrics they believe are useful for decision-making. See Table 3 (p. 52) for additional carbon footprinting and exposure metrics.",,
3efba958-3338-40e3-9b82-0abc27ae9258,Attribute,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,Recommended Disclosure c),a1787fb4-b36a-4e94-9368-739bb81e95ce,,,,,,,Qualitative,Describe the targets used by the organization to manage climate-related risks and opportunities and performance against targets.,"Organizations should describe their key climate-related targets such as those related to GHG emissions, water usage, energy usage, etc., consistent with the cross-industry, climate-related metric categories in Table A2.1 (p. 79), where relevant, and in line with anticipated regulatory requirements or market constraints or other goals. Other goals may include efficiency or financial goals, financial loss tolerances, avoided GHG emissions through the entire product life cycle, or net revenue goals for products and services designed for a low-carbon economy. In describing their targets, organizations should consider including the following: ‒ whether the target is absolute or intensity based; ‒ time frames over which the target applies; ‒ base year from which progress is measured; and ‒ key performance indicators used to assess progress against targets. Organizations disclosing medium-term or long-term targets should also disclose associated interim targets in aggregate or by business line, where available. Where not apparent, organizations should provide a description of the methodologies used to calculate targets and measures.",,
d2bed87b-cf65-476c-811c-1d6f5512b825,Group,af4b9c05-2c87-48ca-a145-fe6ee4df4b10,"Cross-Industry, Climate-Related Metric Categories",,,,,,,,,,,,
60192097-e102-4a52-9ea4-fc36fdee110a,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,GHG Emissions,aa1d4679-e6b2-4a34-b036-d3ab463a5d31,,,,,,,Quantitative,GHG Emissions,"Absolute Scope 1, Scope 2, and Scope 3; emissions intensity",,
49235240-6476-4864-88a4-ea420ac89f65,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Transition Risks,"764784be-182d-47b7-b983-bb498b83c51b,4123f27d-cf2f-4434-9343-3359b90f7eef,36fa8462-5003-4582-9eb1-c3b649919d2f,e3ebd432-6f8a-4c4c-a21d-486f508c0279,c9401759-31cf-4494-a384-6d7334f8c43e,1829ac9d-8819-4721-b39e-eb7c8eaac40a,4bed13c8-ef2c-414b-8282-7b18469e2adf,4f6e6074-8363-4c65-a6e2-64427d38340b,fc6117c1-e5bd-4874-94d2-4809576ac3de",,,,,,,Quantitative,Transition Risks,Amount and extent of assets or business activities vulnerable to transition risks,,
2e2d7146-94ec-44f1-832f-83f10df3825a,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Physical Risks,"bf61bcb1-4ff3-4656-b4e7-a14593d92bf0,024f5407-9571-41b2-80c6-7de74f505499,0894d7cc-2d0e-400e-9dcc-7accbc1a6a05",,,,,,,Quantitative,Physical Risks,Amount and extent of assets or business activities vulnerable to physical risks,,
13567538-4f8b-4059-9b0d-722dd4dff071,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Climate-Related Opportunities,"e3ebd432-6f8a-4c4c-a21d-486f508c0279,1829ac9d-8819-4721-b39e-eb7c8eaac40a,4bed13c8-ef2c-414b-8282-7b18469e2adf",,,,,,,Quantitative,Climate-Related Opportunities,"Proportion of revenue, assets, or other business activities aligned with climate-related opportunities",,
33ce1e8d-67c9-44d4-8d58-3abfecdf6605,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Capital Deployment,,,,,,,,Quantitative,Capital Deployment,"Amount of capital expenditure, financing, or investment deployed toward climate-related risks and opportunities",,
070e24dc-8b5d-4c3a-9f92-d96f1a3a4f25,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Internal Carbon Prices,,,,,,,,Quantitative,Internal Carbon Prices,Price on each ton of GHG emissions used internally by an organization,,
69678c1d-f8cf-4b1a-b6cd-740ccf113db2,Attribute,d2bed87b-cf65-476c-811c-1d6f5512b825,Remuneration,13a2ab87-74fe-4d86-8eaf-5392469da901,,,,,,,Quantitative,Remuneration,Proportion of executive management remuneration linked to climate considerations,,
dc78c85a-756b-413a-8a9d-11f9456b2095,Layer,,EBA Pillar 3,,,,,,,,,,,,
7e55e7e7-4b99-4187-84c3-320c55899409,Object,dc78c85a-756b-413a-8a9d-11f9456b2095,Table 1: Qualitative information on Environmental risk,,,,,,,,,,,,
d4ed9129-27b1-4d2d-a491-24e36928afd8,Group,7e55e7e7-4b99-4187-84c3-320c55899409,Business strategy and processes,,,,,,,,,,,,
756a7aec-9a34-430e-87cc-0729184ac5c2,Attribute,d4ed9129-27b1-4d2d-a491-24e36928afd8,(a),,"33f6c0ba-12b3-4415-80b2-3a6feed08ed0,743e65b8-3187-4b93-99af-7c9989148a9c",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1), points (a) and (e) CRR an explanation of how institution business environment, business model, strategy and processes, and financial planning integrate risks stemming from environmental factors (i.e. environmental risks) and how these evolve over time given changing technology, policy framework, business environment, stakeholder (e.g. consumers and investors) preferences, and changes in the physical environment itself.",,
e25007f1-19c9-4ba1-a348-50634f57b825,Transition,,,756a7aec-9a34-430e-87cc-0729184ac5c2,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,Part
00782fea-ef9c-41ab-84ca-3ba63b91fe06,Transition,,,756a7aec-9a34-430e-87cc-0729184ac5c2,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,Part
a1787fb4-b36a-4e94-9368-739bb81e95ce,Attribute,d4ed9129-27b1-4d2d-a491-24e36928afd8,(b),,"33f6c0ba-12b3-4415-80b2-3a6feed08ed0,743e65b8-3187-4b93-99af-7c9989148a9c,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,3efba958-3338-40e3-9b82-0abc27ae9258",,,,,,Qualitative,,"In accordance with Article 449a in conjunction with Article 435(1) points (a), (c), (d), (e) and (f) CRR, the objectives, targets and limits (e.g. in terms of green asset ratio – GAR and BTAR –, GHG emissions, etc) that institutions set for the assessment and management of environmental risks, and institutions processes for the setting of these objectives, targets and limits. An explanation of the linkages of these objectives, targets and limits to the current international and European policy framework and benchmarks available, for example, Paris Climate Accords; European Green Deal; Nonfinancial Reporting Directive (NFRD); European Commission’s Guidelines on non-financial reporting - Supplement on reporting climate-related information; Task Force on Climate-related Financial Disclosures (TCFD) Recommendations; United Nations Environment Programme Finance Initiative (UNEP FI); the Global Reporting Initiative Sustainability Reporting Standards, the United Nations’ Principles for Responsible Investment (UNPRI).",,
74b03d98-6504-4389-abfb-1178667a34f4,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,33f6c0ba-12b3-4415-80b2-3a6feed08ed0,,,,,,,,,,Part
bff4ef16-406d-4160-b4ca-af3e5b3aa8a1,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,743e65b8-3187-4b93-99af-7c9989148a9c,,,,,,,,,,Part
2ff5dc2b-d773-4662-a964-8b6d1da051c0,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,7fa7efbb-766e-49ec-8e1b-5a732304c5b6,,,,,,,,,,Part
d34fed23-8b7e-48e5-9ffe-803cb483646d,Transition,,,a1787fb4-b36a-4e94-9368-739bb81e95ce,3efba958-3338-40e3-9b82-0abc27ae9258,,,,,,,,,,Part
6f280482-a472-4f96-b39d-84e53c748c1d,Attribute,d4ed9129-27b1-4d2d-a491-24e36928afd8,(c),,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,Qualitative,,"In accordance with Article 449a, the evolution of the institution’s current and future (planned) investment in environmentally sustainable economic activities and EU Taxonomy-aligned sectors/activities in accordance with the environmental objectives (including climate change objectives, e.g, in terms of GAR and BTAR) set out in Article 9 of Regulation (EU) 2020/8522. Institutions current and future (planned) investment activities towards environmental objectives may depend on their own approach and definitions. Institutions shall include these approaches in their disclosures.",,
d695ec64-b00c-4bd9-ad0b-459c19cc8de7,Transition,,,6f280482-a472-4f96-b39d-84e53c748c1d,36058f69-8afa-4f8e-9e23-fc02cd6805e9,,,,,,,,,,Part
