ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Criteria
e1a37481-eaaa-4c23-afec-8148df2fe0e0,Attribute,1f0d28f3-ce8b-4e5a-8f91-98d9d4a21bc4,C21 - Renewable electricity,,,,,,,,"Targets to actively source renewable electricity at a rate that is
consistent with 1.5°C scenarios are an acceptable alternative to scope 2 emission reduction
targets. The SBTi has identified 80% renewable electricity procurement by 2025 and 100% by
2030 as thresholds (portion of renewable electricity over total electricity use) for this approach
in line with the recommendations of RE100. Companies that already source electricity at or
above these thresholds shall maintain or increase their use of renewable electricity to qualify."
dad50fdf-ffdf-45ef-ae1e-043540769da9,Attribute,1f0d28f3-ce8b-4e5a-8f91-98d9d4a21bc4,R9 - Purchased heat and steam:,,,,,,,,"For science-based target modelling purposes using the SDA, it is recommended that companies model purchased heat and steam related emissions as if they were part of their direct (i.e. scope 1) emissions"
e5412521-7aeb-41aa-9281-a410cd1a2912,Attribute,1f0d28f3-ce8b-4e5a-8f91-98d9d4a21bc4,R10 - Efficiency considerations for target modelling,,,,,,,,"If companies are using a method that does not already embed efficiency gains for the specific sector, market, and the decarbonization projected for the power sector based on 1.5°C scenario, it is recommended that these factors be taken into account when modelling electricity-related scope 2 targets."
459cd387-cc7b-4092-a5b7-f4ee931a1591,Group,4058d984-15ac-4dfd-8a55-0df55ac08f70,"Fossil Fuel sales, distribution, and other business ",,,,,,,,
73813f8c-a048-43f4-af13-18849998866e,Attribute,459cd387-cc7b-4092-a5b7-f4ee931a1591,C22 - Fossil fuel sales or distribution,,,,,,,,"All companies involved in the sale or distribution of natural gas and/or other fossil fuels products shall set near-term and long-term scope 3 targets that are at a minimum consistent with the level of decarbonization required to keep global temperature increase to 1.5°C, irrespective of the share of these emissions compared to the total scope 1, 2, and 3 emissions of the company. Customer engagement targets as described in C19 are not eligible for this criterion. More guidance is detailed in C23 on the 50% revenue threshold for companies with fossil fuel activities."
e719ec22-029e-41d7-913a-c5bdf3078ae0,Attribute,459cd387-cc7b-4092-a5b7-f4ee931a1591,C23 - Companies in the fossil fuel production business or with significant revenue from fossil fuel business lines,,,,,,,,"Companies involved in exploration, extraction, mining and/or production of oil, natural gas, coal as well as other fossil fuels cannot get their targets validated at this stage, irrespective of percentage revenue generated by these activities. Companies that derive 50% or more of their revenue from fossil fuels cannot have their targets validated at this time, and must follow the respective sector methodology once published."
7cab79f8-29cf-400a-b544-6f42f98fd734,Object,cfc8fe85-9121-447b-af12-babc6c07a5d3,"Sector Specific Guidance ",,,,,,,,
d70ef9cb-618b-4b82-8524-3d78e58a1b8f,Attribute,7cab79f8-29cf-400a-b544-6f42f98fd734,C24 - Requirements from sector-specific guidance,,,,,,,,"Companies must follow requirements for target setting and minimum ambition levels as indicated in relevant sector-specific methods and guidance at the latest, 6 months after the sector guidance publication"
5d6b4348-a644-4bb3-bc20-981ab2962c5a,Object,cfc8fe85-9121-447b-af12-babc6c07a5d3,Reporting and Recalculation,,,,,,,,
c17d3537-7d33-4da9-85fc-558d43358b67,Attribute,5d6b4348-a644-4bb3-bc20-981ab2962c5a,C25 - Frequency,,,,,,,,The company shall publicly report its company-wide GHG emissions inventory and progress against published targets on an annual basis.
5c2e88b9-ba65-4e9d-b157-e6466539ba8b,Attribute,5d6b4348-a644-4bb3-bc20-981ab2962c5a,C26 - Mandatory target recalculation,,,,,,,,"To ensure consistency with the most recent climate science and best practices, targets must be reviewed, and if necessary, recalculated and revalidated, at a minimum every 5 years. For companies with targets approved in 2020 or earlier, the latest year targets must be revalidated is 2025. Companies with an approved target that requires recalculation must follow the most recent applicable criteria at the time of resubmission."
5b4eda84-3843-4cda-abd3-df9f524b1818,Attribute,5d6b4348-a644-4bb3-bc20-981ab2962c5a,C27 - Target validity,,,,,,,,"Companies with approved targets must announce their target publicly on the SBTi website within 6 months of the approval date. Targets unannounced after 6 months must go through the approval process again, unless a different publication time frame has been agreed in writing with the SBTi."
b9f1e9a8-d9e7-45a1-ad90-fb806110ef88,Attribute,5d6b4348-a644-4bb3-bc20-981ab2962c5a,R11 - Where to disclose,,,,,,,,"There are no specific requirements regarding where the inventory and progress against published targets should be disclosed, as long as it is publicly available. The SBTi recommends disclosure through standardized, comparable data platforms such as CDP’s climate change annual questionnaire, though annual reports, sustainability reports and the company’s website are acceptable."
4f43e45f-728f-4520-b7bb-f8fdf3d54718,Attribute,5d6b4348-a644-4bb3-bc20-981ab2962c5a,R12 - Triggered target recalculation,,,,,,,,"Targets should be recalculated, as needed, to reflect significant changes that could compromise relevance and consistency of the existing target. The following changes should trigger a target recalculation: ● Scope 3 emissions become 40% or more of aggregated scope 1, 2 and 3 emissions;Emissions of exclusions in the inventory or target boundary change significantly;
● Significant changes in company structure and activities (e.g. acquisitions, divestitures,
mergers, insourcing or outsourcing, shifts in goods or service offerings);
● Significant adjustments to the base year inventory or changes in data to set targets such
as growth projections (e.g. discovery of significant errors or a number of cumulative
errors that are collectively significant);
● Other significant changes to projections/assumptions used in setting the science-based
targets."
a9a14de5-c3cc-4116-b299-a74bc3c9d6a2,Attribute,5d6b4348-a644-4bb3-bc20-981ab2962c5a,R13 - Validity of target projections,,,,,,,,"The SBTi recommends that companies check the validity of target-related projections on an annual basis. The company should notify the SBTi of any significant changes and report these major changes publicly, as relevant."
