ID,TYPE,PARENT,NAME,SOURCE,TARGET,REFERENCE_MODEL_ID,TERM_ID,LABEL,,PROPERTIES:,Activity,Exact DNSH,Footnotes
9787bab0-e0d5-4819-88f3-adeae8c68e00,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.6,,,,,,,,Freight transport services by road,"Vehicles of category N1, N2 and N3 are both of the following:reusable or recyclable to a minimum of 85% by weight; reusable or recoverable to a minimum of 95% by weight(243).Measures are in place to manage waste both in the use phase (maintenance) and the end-of-life of the fleet, including through reuse and recycling of batteries and electronics (in particular critical raw materials therein), in accordance with the waste hierarchy.","(243) As set out in Annex I to Directive 2005/64/EC. (244) Commission Regulation (EU) No 582/2011 of 25 May 2011 implementing and amending Regulation (EC) No 595/2009 of the European Parliament and of the Council with respect to emissions from heavy duty vehicles (Euro VI) and amending Annexes I and III to Directive 2007/46/EC of the European Parliament and of the Council (OJ L 167, 25.6.2011, p. 1)."
bed6b7bf-691d-4d1d-8a1e-15b365fcdc6d,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.7,,,,,,,,Inland passenger water transport,"Measures are in place to manage waste, both in the use phase and in the end-of-life of the vessel, in accordance with the waste hierarchy, including the control and management of hazardous materials on board of ships and ensuring their safe recycling.For battery-operated vessels, those measures include reuse and recycling of batteries and electronics, including critical raw materials therein.",
efaea4f8-22b3-430c-821a-960bdc74d1dc,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.8,,,,,,,,Inland freight water transport,"Measures are in place to manage waste, both in the use phase and in the end-of-life of the vessel, in accordance with the waste hierarchy, including the control and management of hazardous materials on board of ships and ensuring their safe recycling.For battery-operated vessels, those measures include reuse and recycling of batteries and electronics, including critical raw materials therein.",(245) The Energy Efficiency Operational Indicator is defined as the ratio of mass of CO<sub>2</sub> emitted per unit of transport work. It is a representative value of the energy efficiency of the ship operation over a consistent period which represents the overall trading pattern of the vessel. Guidance on how to calculate this indicator is provided in the document MEPC.1/Circ. 684 from IMO.
0c3b2b0c-ef52-41f9-bad0-0973ea6f5801,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.9,,,,,,,,Retrofitting of inland water passenger and freight transport,"Measures are in place to manage waste, both in the use phase and in the end-of-life of the vessel, in accordance with the waste hierarchy, including the control and management of hazardous materials on board of ships and ensuring their safe recycling.",
77e09f60-225d-468d-b2e8-b0d33bb82bd5,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.1,,,,,,,,"Sea and coastal freight water transport, vessels for port operations and auxiliary activities","Measures are in place to manage waste, both in the use phase and in the end-of-life of the vessel, in accordance with the waste hierarchy.For battery-operated vessels, those measures include reuse and recycling of batteries and electronics, including critical raw materials therein.For existing ships above 500 gross tonnage and the new-built ones replacing them, the activity complies with the requirements of Regulation (EU) No 1257/2013 of the European Parliament and of the Council(249) relating to the inventory of hazardous materials. The scrap ships are recycled in facilities included on the European List of ship recycling facilities as laid down in Commission Decision 2016/2323(250).The activity complies with Directive (EU) 2019/883 of the European Parliament and of the Council(251) as regards the protection of the marine environment against the negative effects from discharges of waste from ships.The ship is operated in accordance with Annex V to the International Convention for the Prevention of Pollution from Ships of 2 November 1973 (the IMO MARPOL Convention), in particular with a view to producing reduced quantities of waste and to reducing legal discharges, by managing its waste in a sustainable and environmentally sound manner.","(246) Energy Efficiency Design Index (version of [adoption date]: <a class=""popover-link"" href=""http://www.imo.org/fr/MediaCentre/HotTopics/GHG/Pages/EEDI.aspx"" target=""_blank"">http://www.imo.org/fr/MediaCentre/HotTopics/GHG/Pages/EEDI.aspx</a>). (247) EEDI requirements as agreed by the Marine Environment Protection Committee of the International Maritime Organization on its seventy-fifth session<em>. </em>Vessels that fall into the ship types set out in MARPOL Annex VI Regulation 2, but are not considered as new ship under that regulation may provide attained EEDI value calculated on a voluntary basis in line with MARPOL Annex VI Chapter 4 and have those calculations verified in line with MARPOL Annex VI, Chapter 2. (248) Fuels that meet the technical screening criteria specified in sections 3.10 and 4.13 of this Annex. (249) Regulation (EU) No 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling and amending Regulation (EC) No 1013/2006 and Directive 2009/16/EC (OJ L 330, 10.12.2013, p. 1). (250) Commission Implementing Decision 2016/2323 establishing the European List of ship recycling facilities pursuant to Regulation (EU) No 1257/2013 of the European Parliament and of the Council on ship recycling (OJ L 345, 20.12.2016, p. 119). (251) Directive (EU) 2019/883 of the European Parliament and of the Council of 17 April 2019 on port reception facilities for the delivery of waste from ships, amending Directive 2010/65/EU and repealing Directive 2000/59/EC (OJ L 151, 7.6.2019, p. 116). (252) Directive (EU) 2016/802 of the European Parliament and of the Council of 11 May 2016 relating to a reduction in the sulphur content of certain liquid fuels (OJ L 132, 21.5.2016, p. 58). (253) (Version of [adoption date]: <a class=""popover-link"" href=""http://www.imo.org/en/OurWork/Environment/PollutionPrevention/AirPollution/Pages/Sulphur-oxides-(SOx)-%E2%80%93-Regulation-14.aspx"" target=""_blank"">http://www.imo.org/en/OurWork/Environment/PollutionPrevention/AirPollution/Pages/Sulphur-oxides-(SOx)-%E2%80%93-Regulation-14.aspx</a>). (254) As regards the extension of the requirements applying in Emission Control Area to other Union seas, countries bordering the Mediterranean Sea are discussing the creation of relevant ECA under the legal framework of the Barcelona Convention. (255) (Version of [adoption date]: <a class=""popover-link"" href=""http://www.imo.org/en/OurWork/Environment/PollutionPrevention/AirPollution/Pages/Nitrogen-oxides-(NOx)-–-Regulation-13.aspx"" target=""_blank"">http://www.imo.org/en/OurWork/Environment/PollutionPrevention/AirPollution/Pages/Nitrogen-oxides-(NOx)-–-Regulation-13.aspx</a>). (256) In Union seas, the requirement is applicable as of 2021 in the Baltic and North Seas. (257) International Convention on the Control of Harmful Anti-fouling Systems on Ships of 5 October 2001. (258) IMO Guidelines for the control and management of ships' biofouling to minimize the transfer of invasive aquatic species, resolution MEPC.207(62). (259) IMO Guidelines for the Reduction of Underwater Noise from Commercial Shipping to Address Adverse Impacts on Marine Life, (MEPC.1/Circ.833)."
d37a1e63-b875-44da-a031-40084bfae8f3,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.11,,,,,,,,Sea and coastal passenger water transport,"Measures are in place to manage waste, both in the use phase and in the end-of-life of the vessel, in accordance with the waste hierarchy.For battery-operated vessels, those measures include reuse and recycling of batteries and electronics, including critical raw materials therein.For existing ships above 500 gross tonnage and the new-built ones replacing them, the activity complies with the requirements of Regulation (EU) No 1257/2013 relating to the inventory of hazardous materials. The scrap ships are recycled in facilities included on the European List of ship recycling facilities as laid down in Implementing Decision 2016/2323.The activity complies with Directive (EU) 2019/883 as regards the protection of the marine environment against the negative effects from discharges of waste from ships.The ship is operated in accordance with Annex V to the IMO MARPOL Convention, in particular with a view to producing reduced quantities of waste and to reducing legal discharges, by managing its waste in a sustainable and environmentally sound manner.","(260) Energy Efficiency Design Index (version of [adoption date]: <a class=""popover-link"" href=""http://www.imo.org/fr/MediaCentre/HotTopics/GHG/Pages/EEDI.aspx"" target=""_blank"">http://www.imo.org/fr/MediaCentre/HotTopics/GHG/Pages/EEDI.aspx</a>). (261) EEDI requirements as agreed by the Marine Environment Protection Committee of the International Maritime Organization on its seventy-fifth session<em>. </em>Vessels that fall into the ship types set out in MARPOL Annex VI Regulation 2 but are not considered as new ship under that regulation may provide attained EEDI value calculated on a voluntary basis in line with MARPOL Annex VI Chapter 4 and have those calculations verified in line with MARPOL Annex VI Chapter 2. (262) Fuels that meet the technical screening criteria specified in sections 3.10 and 4.13 of this Annex. (263) As regards the extension of the requirements applying in Emission Control Area to other Union seas, countries bordering the Mediterranean Sea are discussing the creation of relevant ECA under the legal framework of the Barcelona Convention. (264) In Union seas, the requirement is applicable as of 2021 in the Baltic and North Seas. (265) IMO Guidelines for the control and management of ships' biofouling to minimize the transfer of invasive aquatic species resolution MEPC.207(62). (266) IMO Guidelines for the Reduction of Underwater Noise from Commercial Shipping to Address Adverse Impacts on Marine Life, (MEPC.1/Circ.833)."
64c00cee-4d2b-497f-8a33-32774b2db7ee,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.12,,,,,,,,Retrofitting of sea and coastal freight and passenger water transport,"Measures are in place to manage waste, both in the use phase and in the end-of-life of the vessel, in accordance with the waste hierarchy.For battery-operated vessels, those measures include reuse and recycling of batteries and electronics, including critical raw materials therein.For existing ships above 500 gross tonnage and the new-built ones replacing them, the activity complies with the requirements of Regulation (EU) No 1257/2013 relating to the inventory of hazardous materials. The scrap ships are recycled in facilities included on the European List of ship recycling facilities as laid down in Commission Decision 2016/2323.The activity complies with Directive (EU) 2019/883 as regards the protection of the marine environment against the negative effects from discharges of waste from ships.The ship is operated in accordance with Annex V to the IMO MARPOL Convention, in particular with a view to producing reduced quantities of waste and to reducing legal discharges, by managing its waste in a sustainable and environmentally sound manner.","(267) As regards the extension of the requirements applying in Emission Control Area to other Union seas, countries bordering the Mediterranean Sea are discussing the creation of relevant ECA under the legal framework of the Barcelona Convention. (268) In Union seas, the requirement is applicable as of 2021 in the Baltic and North Seas. (269) IMO Guidelines for the control and management of ships' biofouling to minimize the transfer of invasive aquatic species resolution MEPC.207(62). (270) IMO Guidelines for the Reduction of Underwater Noise from Commercial Shipping to Address Adverse Impacts on Marine Life, (MEPC.1/Circ.833)."
59965b1a-1d67-457b-b2bc-04f1a5ca7da9,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.13,,,,,,,,"Infrastructure for personal mobility, cycle logistics","At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material referred to in category 17 05 04 in the European List of Waste established by Commission Decision 2000/532/EC(271)) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(272). Operators limit waste generation in processes related to construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol, taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.","(271) Commission Decision 2000/532/EC of 3 May 2000 replacing Decision 94/3/EC establishing a list of wastes pursuant to Article 1(a) of Council Directive 75/442/EEC on waste and Council Decision 94/904/EC establishing a list of hazardous waste pursuant to Article 1(4) of Council Directive 91/689/EEC on hazardous waste (OJ L 226, 6.9.2000, p. 3). (272) EU Construction and Demolition Waste Protocol (version of [adoption date]: https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en )."
7da6ea16-cb05-4a1e-b08f-779f070179b3,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.14,,,,,,,,Infrastructure for rail transport,"At least 70% (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material defined in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(276). Operators limit waste generation in processes related construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.","(274) Directive (EU) 2016/797 of the European Parliament and of the Council of 11 May 2016 on the interoperability of the rail system within the European Union (OJ L 138, 26.5.2016, p. 44). (275) In accordance with Regulation (EU) No 1315/2013 of the European Parliament and of the Council of 11 December 2013 on Union guidelines for the development of the trans-European transport network and repealing Decision No 661/2010/EU (OJ L 348, 20.12.2013, p. 1). (276) EU Construction and Demolition Waste Protocol (version of [adoption date]: https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en). (277) Directive 2002/49/EC of the European Parliament and of the Council of 25 June 2002 relating to the assessment and management of environmental noise (OJ L 189, 18.7.2002, p. 12)."
48f8cba9-8b8e-4417-9fa8-c733afeeebc4,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.15,,,,,,,,Infrastructure enabling low-carbon road transport and public transport,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material defined in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(278). Operators limit waste generation in processes related construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.",(278) EU Construction and Demolition Waste Protocol (version of [adoption date]: https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en).
6df7e9fb-b779-4891-90a7-3744eec63387,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.16,,,,,,,,Infrastructure enabling low carbon water transport,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material defined in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(279). Operators limit waste generation in processes related construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.",(279) EU Construction and Demolition Waste Protocol (version of [adoption date]: https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en).
0bb4506a-4641-4da5-98a7-e12c2dc9d620,Attribute,30b999a4-a7f2-481c-97bc-c6d2f89a223c,6.17,,,,,,,,Low carbon airport infrastructure,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material defined in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(280). Operators limit waste generation in processes related to construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.",(280) EU Construction and Demolition Waste Protocol (https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en).
c4024830-c8e4-4c4a-87d7-5d6ab8a51fb2,Group,b0d6af9e-2916-4e6f-bf41-f6b589587825,Construction and real estate,,,,,,,,,,
33346051-9000-4dea-94cb-3345e60ffc91,Attribute,c4024830-c8e4-4c4a-87d7-5d6ab8a51fb2,7.1,,,,,,,,Construction of new buildings,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material referred to in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(287). Operators limit waste generation in processes related to construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste. Building designs and construction techniques support circularity and in particular demonstrate, with reference to ISO 20887(288) or other standards for assessing the disassembly or adaptability of buildings, how they are designed to be more resource efficient, adaptable, flexible and dismantleable to enable reuse and recycling.","(281) The calculated amount of energy needed to meet the energy demand associated with the typical uses of a building expressed by a numeric indicator of total primary energy use in kWh/m2 per year and based on the relevant national calculation methodology and as displayed on the Energy Performance Certificate (EPC). (282) Directive 2010/31/EU of the European Parliament and of the Council of 19 May 2010 on the energy performance of buildings (OJ L 153, 18.6.2010, p. 13). (283) For residential buildings, the testing is made for a representative set of dwelling/apartment types. (284) The testing is carried out in accordance with EN13187 (Thermal Performance of Buildings - Qualitative Detection of Thermal Irregularities in Building Envelopes - Infrared Method) and EN 13829 (Thermal performance of buildings. Determination of air permeability of buildings. Fan pressurisation method) or equivalent standards accepted by the respective building control body where the building is located. (285) For residential buildings, the calculation and disclosure are made for a representative set of dwelling/apartment types. (286) The GWP is communicated as a numeric indicator for each life cycle stage expressed as kgCO2e/m2 (of useful internal floor area) averaged for one year of a reference study period of 50 years. The data selection, scenario definition and calculations are carried out in accordance with EN 15978 (BS EN 15978:2011. Sustainability of construction works. Assessment of environmental performance of buildings. Calculation method). The scope of building elements and technical equipment is as defined in the Level(s) common EU framework for indicator 1.2. Where a national calculation tool exists, or is required for making disclosures or for obtaining building permits, the respective tool may be used to provide the required disclosure. Other calculation tools may be used if they fulfil the minimum criteria laid down by the Level(s) common EU framework (version of [adoption date]: <a class=""popover-link"" href=""https://susproc.jrc.ec.europa.eu/product-bureau/product-groups/412/documents"" target=""_blank"">https://susproc.jrc.ec.europa.eu/product-bureau/product-groups/412/documents</a>), see indicator 1.2 user manual. (287) EU Construction and Demolition Waste Protocol (version of [adoption date]: https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en). (288) ISO 20887:2020, Sustainability in buildings and civil engineering works - Design for disassembly and adaptability - Principles, requirements and guidance (version of [adoption date]: https://www.iso.org/standard/69370.html). (289) Applying to paints and varnishes, ceiling tiles, floor coverings, including associated adhesives and sealants, internal insulation and interior surface treatments, such as those to treat damp and mould. (290) CEN/TS 16516: 2013, Construction products - Assessment of release of dangerous substances - Determination of emissions into indoor air. (291) ISO 16000-3:2011, Indoor air — Part 3: Determination of formaldehyde and other carbonyl compounds in indoor air and test chamber air — Active sampling method (version of [adoption date]: https://www.iso.org/standard/51812.html). (292) The emissions thresholds for carcinogenic volatile organic compounds relate to a 28-day test period. (293) ISO 18400 series on Soil quality — Sampling (294) JRC ESDCA, LUCAS: Land Use and Coverage Area frame Survey version of [adoption date]: https://esdac.jrc.ec.europa.eu/projects/lucas (295) IUCN, The IUCN European Red List of Threatened Species (version of [adoption date]: https://www.iucn.org/regions/europe/our-work/biodiversity-conservation/european-red-list-threatened-species). (296) IUCN, The IUCN Red List of Threatened Species (version of [adoption date]: https://www.iucnredlist.org). (297) Land spanning more than 0,5 hectares with trees higher than five meters and a canopy cover of more than 10 %, or trees able to reach those thresholds in situ. It does not include land that is predominantly under agricultural or urban land use, FAO Global Resources Assessment 2020. Terms and definitions.(version of [adoption date]: <a class=""popover-link"" href=""http://www.fao.org/3/I8661EN/i8661en.pdf"" target=""_blank"">http://www.fao.org/3/I8661EN/i8661en.pdf</a>)."
aab4e9a8-70f6-4259-a5fa-5fe1a7eabefb,Attribute,c4024830-c8e4-4c4a-87d7-5d6ab8a51fb2,7.2,,,,,,,,Renovation of existing buildings,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material referred to in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(300). Operators limit waste generation in processes related construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.Building designs and construction techniques support circularity and in particular demonstrate, with reference to ISO 20887(301) or other standards for assessing the disassembly or adaptability of buildings, how they are designed to be more resource efficient, adaptable, flexible and dismantleable to enable reuse and recycling.","(298) As set in the applicable national and regional building regulations for ‘major renovation’ implementing Directive 2010/31/EU. The energy performance of the building or the renovated part that is upgraded meets cost-optimal minimum energy performance requirements in accordance with the respective directive. (299) The initial primary energy demand and the estimated improvement is based on a detailed building survey, an energy audit conducted by an accredited independent expert or any other transparent and proportionate method, and validated through an Energy Performance Certificate. The 30 % improvement results from an actual reduction in primary energy demand (where the reductions in net primary energy demand through renewable energy sources are not taken into account), and can be achieved through a succession of measures within a maximum of three years. (300) EU Construction and Demolition Waste Protocol (version of [adoption date]: https://ec.europa.eu/growth/content/eu-construction-and-demolition-waste-protocol-0_en). (301) ISO 20887:2020, Sustainability in buildings and civil engineering works - Design for disassembly and adaptability - Principles, requirements and guidance (version of [adoption date]: https://www.iso.org/standard/69370.html). (302) Applying to paints and varnishes, ceiling tiles, floor coverings (including associated adhesives and sealants), internal insulation and interior surface treatments (such as to treat damp and mould). (303) ISO 16000-3:2011, Indoor air — Part 3: Determination of formaldehyde and other carbonyl compounds in indoor air and test chamber air — Active sampling method (version of [adoption date]: https://www.iso.org/standard/51812.html). (304) The emissions thresholds for carcinogenic volatile organic compounds relate to a 28-day test period."
2e91b068-251a-47bb-97d8-65a162deec3f,Attribute,c4024830-c8e4-4c4a-87d7-5d6ab8a51fb2,7.3,,,,,,,,"Installation, maintenance and repair of energy efficiency equipment",N/A,
110b9ae7-8184-4a33-b6e4-c6569b645218,Attribute,c4024830-c8e4-4c4a-87d7-5d6ab8a51fb2,7.4,,,,,,,,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",N/A,
735cf9ca-c769-4551-9aee-7fdb9d628e64,Attribute,c4024830-c8e4-4c4a-87d7-5d6ab8a51fb2,7.5,,,,,,,,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",N/A,
f2d3b5bd-5b81-4cdd-9c91-3f4b387a155c,Attribute,c4024830-c8e4-4c4a-87d7-5d6ab8a51fb2,7.6,,,,,,,,"Installation, maintenance and repair of renewable energy technologies",N/A,
e5f361d5-7a0a-4820-a816-a10400d03f8b,Attribute,c4024830-c8e4-4c4a-87d7-5d6ab8a51fb2,7.7,,,,,,,,Acquisition and ownership of buildings,N/A,"(305) This can be demonstrated, for example, through the presence of an Energy Performance Contract or a building automation and control system in accordance with Article 14 (4) and Article 15 (4), of Directive 2010/31/EU."
ccbcf3ad-2491-4647-88a6-cc7c25f6045f,Group,b0d6af9e-2916-4e6f-bf41-f6b589587825,Information and communication,,,,,,,,,,
7421dda4-4d20-4bc6-bc08-ee19b41d7e07,Attribute,ccbcf3ad-2491-4647-88a6-cc7c25f6045f,8.1,,,,,,,,"Data processing, hosting and related activities","The equipment used meets the requirements laid down in Directive 2009/125/EC for servers and data storage products.The equipment used does not contain the restricted substances listed in Annex II to Directive 2011/65/EU of the European Parliament and of the Council(309), except where the concentration values by weight in homogeneous materials do not exceed the maximum values listed in that Annex.A waste management plan is in place and ensures maximal recycling at end of life of electrical and electronic equipment, including through contractual agreements with recycling partners, reflection in financial projections or official project documentation.At its end of life, the equipment undergoes preparation for reuse, recovery or recycling operations, or proper treatment, including the removal of all fluids and a selective treatment in accordance with Annex VII to Directive 2012/19/EU of the European Parliament and of the Council(310).","(307) The most recent version of the European Code of Conduct on Data Centre Energy Efficiency is the latest version published at the Joint Research Centre European Energy Efficiency Platform (E3P) website, https://e3p.jrc.ec.europa.eu/communities/data-centres-code-conduct, with a transition period of six months starting from the day of its publication (the 2021 version is available at https://e3p.jrc.ec.europa.eu/publications/2021-best-practice-guidelines-eu-code-conduct-data-centre-energy-efficiency). (308) Issued on 1 July 2019 by the European Committee for Standardization (CEN) and the European Committee for Electrotechnical Standardization (CENELEC), (version of [adoption date]: https://www.cenelec.eu/dyn/www/f?p=104:110:508227404055501::::FSP_ORG_ID,FSP_PROJECT,FSP_LANG_ID:1258297,65095,25). (309) Directive 2011/65/EU of the European Parliament and of the Council of 8 June 2011 on the restriction of the use of certain hazardous substances in electrical and electronic equipment (OJ L 174, 1.7.2011, p. 88). (310) Directive 2012/19/EU of the European Parliament and of the Council of 4 July 2012 on waste electrical and electronic equipment (OJ L 197, 24.7.2012, p. 38)."
ba004ceb-610c-4e04-9d8b-6be8669ef409,Attribute,ccbcf3ad-2491-4647-88a6-cc7c25f6045f,8.2,,,,,,,,Data-driven solutions for GHG emissions reductions,"The equipment used meets the requirements set in accordance with Directive 2009/125/EC for servers and data storage products. The equipment used does not contain the restricted substances listed in Annex II to Directive 2011/65/EU, except where the concentration values by weight in homogeneous materials do not exceed those listed in that Annex.A waste management plan is in place and ensures maximal recycling at end of life of electrical and electronic equipment, including through contractual agreements with recycling partners, reflection in financial projections or official project documentation.At its end of life, the equipment undergoes preparation for reuse, recovery or recycling operations, or proper treatment, including the removal of all fluids and a selective treatment in accordance with Annex VII to Directive 2012/19/EU.","(311) ETSI ES 203 199, Environmental Engineering (EE); Methodology for environmental Life Cycle Assessment (LCA) of Information and Communication Technology (ICT) goods, networks and services (version of [adoption date]: <a class=""popover-link"" href=""https://www.etsi.org/deliver/etsi_es/203100_203199/203199/01.03.00_50/es_203199v010300m.pdf"" target=""_blank"">https://www.etsi.org/deliver/etsi_es/203100_203199/203199/01.03.00_50/es_203199v010300m.pdf</a>). The ETSI standard ETSI ES 203 199 correspond to the ITU standard ITU–T L.1410. (312) ISO standard 14067:2018, Greenhouse gases — Carbon footprint of products — Requirements and guidelines for quantification (version of [adoption date]: https://www.iso.org/standard/71206.html). (313) ISO standard14064-2:2019, Greenhouse gases — Part 2: Specification with guidance at the project level for quantification, monitoring and reporting of greenhouse gas emission reductions or removal enhancements (version of [adoption date]: https://www.iso.org/standard/66454.html)."
54421bf4-c728-4805-bbd9-1e7c219b5ffa,Group,b0d6af9e-2916-4e6f-bf41-f6b589587825,"Professional, scientific and technical activities",,,,,,,,,,
3553d8d1-617f-4c3f-ada9-5dfd4f10557e,Attribute,54421bf4-c728-4805-bbd9-1e7c219b5ffa,9.1,,,,,,,,"Close to market research, development and innovation","Any potential risks to the circular economy objectives from the researched technology, product or other solution are evaluated and addressed, by considering the types of potential significant harm as set out in Article 17(1), point. (d), of Regulation (EU) 2020/852.","(315) Reflecting the average value of the 10% most efficient installations in 2016 and 2017 (t CO2 equivalents/t) as set out in the Annex to the Implementing Regulation (EU) 2021/447. (316) ISO standard 14067:2018, Greenhouse gases — Carbon footprint of products — Requirements and guidelines for quantification (version of [adoption date]: https://www.iso.org/standard/71206.html). (317) ISO standard 14064-1:2018, Greenhouse gases — Part 1: Specification with guidance at the organization level for quantification and reporting of greenhouse gas emissions and removals (version of [adoption date]: https://www.iso.org/standard/66453.html.)"
987f6dbe-b79a-4356-b974-8dc6c614e9ab,Attribute,54421bf4-c728-4805-bbd9-1e7c219b5ffa,9.2,,,,,,,,"Research, development and innovation for direct air capture of CO2","Any potential risks to the circular economy objectives from the researched technology, product or other solution are evaluated and addressed, by considering the types of potential significant harm as set out in Article 17(1), point (d), of Regulation (EU) 2020/852.","(318) ISO standard 14067:2018, Greenhouse gases — Carbon footprint of products — Requirements and guidelines for quantification (version of [adoption date]: https://www.iso.org/standard/71206.html). (319) ISO standard 14064-1:2018, Greenhouse gases — Part 1: Specification with guidance at the organization level for quantification and reporting of greenhouse gas emissions and removals (version of [adoption date]: https://www.iso.org/standard/66453.html)."
d63f7df9-afac-4c18-83b2-561128f143d4,Attribute,54421bf4-c728-4805-bbd9-1e7c219b5ffa,9.3,,,,,,,,Professional services related to energy performance of buildings,N/A,
a4f10854-52bf-4d94-81a3-e984bc8b5908,Object,08187081-6583-4b28-ab18-aecffdcbf6b9,DNSH on Pollution Prevention,,,,,,,,,,
2714dad8-c190-48a7-bf49-54db77dea8bf,Group,a4f10854-52bf-4d94-81a3-e984bc8b5908,Forestry,,,,,,,,,,
